"mrp_id","billno","materialplanid_number","materialplanid_name","materialattr_title","adviseorderqty","bizorderqty","advisestartdate","adviseenddate","startdate","enddate","orderdate","availabledate","closestatus_title","dropbilltype_name","droptime","rootdemandbillno","planoperatenum","createtime","creator_name","status","closestatus_reason"
MRP00174,MRP-202605-0174,PART-MCU-STM32F103,STM32F103控制芯片,外购,600,570,"2026-05-05","2026-05-16","2026-05-06","2026-05-26","2026-05-02","2026-05-26",已下发,采购申请,"2026-05-10",MDS-202605-003,MRP-RUN-202605-01,"2026-03-25 10:00:00",计划专员-王敏,Active,""
MRP00175,MRP-202605-0175,RAW-SI-WAFER-12IN,"12英寸硅晶圆",外购,0,0,"2026-05-06","2026-05-16","2026-05-07","2026-05-24","2026-05-01","2026-05-26",已关闭,采购申请,"2026-05-08",MDS-202605-003,MRP-RUN-202605-04,"2026-03-25 10:00:00",PMC-系统,Closed,""
MRP00176,MRP-202605-0176,RAW-FR4-CCL,FR4覆铜板,外购,48,48,"2026-05-04","2026-05-22","2026-05-06","2026-05-26","2026-05-01","2026-05-28",滚动计划,采购申请,"2026-05-04",MDS-202605-003,MRP-RUN-202605-01,"2026-03-25 10:00:00",S&OP-平台,Active,""
MRP00195,MRP-202509-0195,PART-SPRAYER-20L,"20升智能喷洒系统",外购,24453,24453,"2025-09-12","2025-09-30","2025-09-12","2025-09-30","2025-09-09","2025-09-30",正常,采购申请,"2025-09-14",MDS-202510-101,MRP-RUN-202604-02,"2025-09-09 08:00:00",PMC-系统,Active,""
MRP00196,MRP-202509-0196,PART-RADAR-ALT,雷达测高仪,外购,24453,24453,"2025-09-04","2025-09-16","2025-09-04","2025-09-16","2025-09-04","2025-09-16",已关闭,采购申请,"2025-09-13",MDS-202510-101,MRP-RUN-202604-08,"2025-09-09 08:00:00",S&OP-平台,Closed,""
MRP00197,MRP-202509-0197,RAW-FR4-CCL,FR4覆铜板,外购,2178,2178,"2025-09-06","2025-09-26","2025-09-06","2025-09-26","2025-09-06","2025-09-26",滚动计划,采购申请,"2025-09-11",MDS-202510-101,MRP-RUN-202604-06,"2025-09-09 08:00:00",计划专员-王敏,Active,""
MRP00198,MRP-202509-0198,ASSY-PWR-TQ,高扭矩动力系统总成,自制,24453,24453,"2025-09-12","2025-09-26","2025-09-12","2025-09-26","2025-09-09","2025-09-26",已关闭,生产工单,"2025-09-12",MDS-202510-101,MRP-RUN-202604-03,"2025-09-09 08:00:00",PMC-系统,Closed,""
MRP00199,MRP-202509-0199,PART-IMU-ADIS16505,ADIS16505工业级IMU,外购,27819,27819,"2025-09-09","2025-09-18","2025-09-09","2025-09-18","2025-09-09","2025-09-18",已关闭,采购申请,"2025-09-14",MDS-202510-101,MRP-RUN-202604-04,"2025-09-09 08:00:00",PMC-系统,Closed,""
MRP00200,MRP-202509-0200,PART-PROP-1755-CF,"1755碳纤维螺旋桨",外购,146718,146718,"2025-09-08","2025-09-24","2025-09-08","2025-09-24","2025-09-08","2025-09-24",已关闭,采购申请,"2025-09-11",MDS-202510-101,MRP-RUN-202604-05,"2025-09-09 08:00:00",PMC-系统,Closed,""
MRP00201,MRP-202509-0201,RAW-LIPO-CELL,锂聚合物电芯,外购,58707,58707,"2025-09-07","2025-09-18","2025-09-07","2025-09-18","2025-09-07","2025-09-18",已关闭,采购申请,"2025-09-10",MDS-202510-101,MRP-RUN-202604-03,"2025-09-09 08:00:00",计划专员-王敏,Closed,""
MRP00202,MRP-202509-0202,PART-PCB-FC-8L,"8层飞控PCB板",外购,25740,25740,"2025-09-07","2025-09-26","2025-09-07","2025-09-26","2025-09-07","2025-09-26",已下发,采购申请,"2025-09-13",MDS-202510-101,MRP-RUN-202604-01,"2025-09-09 08:00:00",S&OP-平台,Active,""
MRP00203,MRP-202509-0203,RAW-SI-WAFER-12IN,"12英寸硅晶圆",外购,10,10,"2025-09-13","2025-10-02","2025-09-13","2025-10-02","2025-09-09","2025-10-02",已下发,采购申请,"2025-09-10",MDS-202510-101,MRP-RUN-202604-01,"2025-09-09 08:00:00",S&OP-平台,Active,""
MRP00204,MRP-202509-0204,PART-BAT-12S-16000,"12S16000mAh工业电池",外购,55638,55638,"2025-09-05","2025-09-25","2025-09-05","2025-09-25","2025-09-05","2025-09-25",正常,采购申请,"2025-09-11",MDS-202510-101,MRP-RUN-202604-03,"2025-09-09 08:00:00",S&OP-平台,Active,""
MRP00205,MRP-202509-0205,PART-CAM-FPV,FPV图传相机,外购,40040,40040,"2025-09-03","2025-09-23","2025-09-03","2025-09-23","2025-09-03","2025-09-23",已关闭,采购申请,"2025-09-13",MDS-202510-102,MRP-RUN-202604-02,"2025-09-08 08:00:00",计划专员-王敏,Closed,""
MRP00206,MRP-202509-0206,ASSY-PWR-TQ,高扭矩动力系统总成,自制,38038,38038,"2025-09-12","2025-09-28","2025-09-12","2025-09-28","2025-09-08","2025-09-28",已关闭,生产工单,"2025-09-10",MDS-202510-102,MRP-RUN-202604-03,"2025-09-08 08:00:00",PMC-系统,Closed,""
MRP00207,MRP-202509-0207,PART-MCU-STM32H753,STM32H753双核芯片,外购,43274,43274,"2025-09-12","2025-09-27","2025-09-12","2025-09-27","2025-09-08","2025-09-27",已关闭,采购申请,"2025-09-10",MDS-202510-102,MRP-RUN-202604-08,"2025-09-08 08:00:00",PMC-系统,Closed,""
MRP00208,MRP-202509-0208,PART-ESC-50A-FOC,"50A FOC电调",外购,259490,259490,"2025-09-09","2025-09-17","2025-09-09","2025-09-17","2025-09-08","2025-09-17",已关闭,采购申请,"2025-09-09",MDS-202510-102,MRP-RUN-202604-02,"2025-09-08 08:00:00",计划专员-王敏,Closed,""
MRP00209,MRP-202509-0209,RAW-FR4-CCL,FR4覆铜板,外购,3388,3388,"2025-09-10","2025-09-28","2025-09-10","2025-09-28","2025-09-08","2025-09-28",已关闭,采购申请,"2025-09-11",MDS-202510-102,MRP-RUN-202604-06,"2025-09-08 08:00:00",计划专员-王敏,Closed,""
MRP00210,MRP-202509-0210,RAW-LIPO-CELL,锂聚合物电芯,外购,91322,91322,"2025-09-09","2025-09-18","2025-09-09","2025-09-18","2025-09-08","2025-09-18",已下发,采购申请,"2025-09-13",MDS-202510-102,MRP-RUN-202604-03,"2025-09-08 08:00:00",计划专员-王敏,Active,""
MRP00211,MRP-202509-0211,RAW-SI-WAFER-12IN,"12英寸硅晶圆",外购,10,10,"2025-09-12","2025-10-01","2025-09-12","2025-10-01","2025-09-08","2025-10-01",已关闭,采购申请,"2025-09-09",MDS-202510-102,MRP-RUN-202604-01,"2025-09-08 08:00:00",S&OP-平台,Closed,""
MRP00212,MRP-202509-0212,COMP-FC-PCB-R1,RTK飞控主板,自制,40040,40040,"2025-09-13","2025-09-28","2025-09-13","2025-09-28","2025-09-08","2025-09-28",滚动计划,生产工单,"2025-09-09",MDS-202510-102,MRP-RUN-202604-05,"2025-09-08 08:00:00",计划专员-王敏,Active,""
MRP00213,MRP-202509-0213,RAW-COPPER-WIRE,铜漆包线,外购,38962,38962,"2025-09-05","2025-09-17","2025-09-05","2025-09-17","2025-09-05","2025-09-17",已下发,采购申请,"2025-09-09",MDS-202510-102,MRP-RUN-202604-01,"2025-09-08 08:00:00",计划专员-王敏,Active,""
MRP00214,MRP-202509-0214,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,外购,152152,152152,"2025-09-03","2025-09-18","2025-09-03","2025-09-18","2025-09-03","2025-09-18",已下发,采购申请,"2025-09-12",MDS-202510-102,MRP-RUN-202604-02,"2025-09-08 08:00:00",PMC-系统,Active,""
MRP00215,MRP-202509-0215,PART-FPGA-ICE40,ICE40 FPGA,外购,38038,38038,"2025-09-12","2025-09-20","2025-09-12","2025-09-20","2025-09-08","2025-09-20",已关闭,采购申请,"2025-09-12",MDS-202510-102,MRP-RUN-202604-03,"2025-09-08 08:00:00",计划专员-王敏,Closed,""
MRP00216,MRP-202509-0216,PART-4G-MODULE,"4G通信模块",外购,40040,40040,"2025-09-05","2025-09-25","2025-09-05","2025-09-25","2025-09-05","2025-09-25",滚动计划,采购申请,"2025-09-09",MDS-202510-102,MRP-RUN-202604-08,"2025-09-08 08:00:00",计划专员-王敏,Active,""
MRP00217,MRP-202509-0217,RAW-AL-ALLOY,铝合金材料,外购,60060,60060,"2025-09-03","2025-09-14","2025-09-03","2025-09-14","2025-09-03","2025-09-14",已关闭,采购申请,"2025-09-12",MDS-202510-102,MRP-RUN-202604-07,"2025-09-08 08:00:00",PMC-系统,Closed,""
MRP00218,MRP-202509-0218,PART-PCB-FC-8L,"8层飞控PCB板",外购,40040,40040,"2025-09-04","2025-09-18","2025-09-04","2025-09-18","2025-09-04","2025-09-18",已关闭,采购申请,"2025-09-09",MDS-202510-102,MRP-RUN-202604-01,"2025-09-08 08:00:00",S&OP-平台,Closed,""
MRP00219,MRP-202509-0219,COMP-FC-PCB-R1,RTK飞控主板,自制,17680,17680,"2025-09-09","2025-09-27","2025-09-09","2025-09-27","2025-09-09","2025-09-27",已下发,生产工单,"2025-09-15",MDS-202510-103,MRP-RUN-202604-05,"2025-09-11 08:00:00",计划专员-王敏,Active,""
MRP00220,MRP-202509-0220,PART-SPRAYER-20L,"20升智能喷洒系统",外购,16796,16796,"2025-09-15","2025-10-04","2025-09-15","2025-10-04","2025-09-11","2025-10-04",正常,采购申请,"2025-09-16",MDS-202510-103,MRP-RUN-202604-02,"2025-09-11 08:00:00",PMC-系统,Active,""
MRP00221,MRP-202509-0221,RAW-AL-ALLOY,铝合金材料,外购,26520,26520,"2025-09-12","2025-09-27","2025-09-12","2025-09-27","2025-09-11","2025-09-27",已下发,采购申请,"2025-09-14",MDS-202510-103,MRP-RUN-202604-07,"2025-09-11 08:00:00",PMC-系统,Active,""
MRP00222,MRP-202509-0222,PART-CAM-FPV,FPV图传相机,外购,17680,17680,"2025-09-15","2025-09-24","2025-09-15","2025-09-24","2025-09-11","2025-09-24",已关闭,采购申请,"2025-09-16",MDS-202510-103,MRP-RUN-202604-02,"2025-09-11 08:00:00",计划专员-王敏,Closed,""
MRP00223,MRP-202509-0223,PART-RC-IND,工业遥控器,外购,17680,17680,"2025-09-12","2025-09-24","2025-09-12","2025-09-24","2025-09-11","2025-09-24",已下发,采购申请,"2025-09-14",MDS-202510-103,MRP-RUN-202604-01,"2025-09-11 08:00:00",计划专员-王敏,Active,""
MRP00224,MRP-202509-0224,RAW-NEODYMIUM,钕铁硼磁性材料,外购,4760,4760,"2025-09-10","2025-09-25","2025-09-10","2025-09-25","2025-09-10","2025-09-25",滚动计划,采购申请,"2025-09-13",MDS-202510-103,MRP-RUN-202604-05,"2025-09-11 08:00:00",S&OP-平台,Active,""
MRP00225,MRP-202509-0225,PART-BAT-12S-16000,"12S16000mAh工业电池",外购,38216,38216,"2025-09-06","2025-09-23","2025-09-06","2025-09-23","2025-09-06","2025-09-23",已关闭,采购申请,"2025-09-12",MDS-202510-103,MRP-RUN-202604-03,"2025-09-11 08:00:00",S&OP-平台,Closed,""
MRP00226,MRP-202509-0226,PART-FRAME-HEX-CF,六轴碳纤维机架,外购,17680,17680,"2025-09-06","2025-09-14","2025-09-06","2025-09-14","2025-09-06","2025-09-14",正常,采购申请,"2025-09-13",MDS-202510-103,MRP-RUN-202604-07,"2025-09-11 08:00:00",PMC-系统,Active,""
MRP00227,MRP-202509-0227,ASSY-FC-RTK,RTK高精度飞控总成,委外,16796,16796,"2025-09-06","2025-09-15","2025-09-06","2025-09-15","2025-09-06","2025-09-15",正常,委外订单,"2025-09-12",MDS-202510-103,MRP-RUN-202604-05,"2025-09-11 08:00:00",S&OP-平台,Active,""
MRP00228,MRP-202509-0228,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,外购,138320,138320,"2025-09-07","2025-09-23","2025-09-07","2025-09-23","2025-09-05","2025-09-23",正常,采购申请,"2025-09-09",MDS-202510-104,MRP-RUN-202604-02,"2025-09-05 08:00:00",PMC-系统,Active,""
MRP00229,MRP-202509-0229,PART-CAM-FPV,FPV图传相机,外购,36400,36400,"2025-09-03","2025-09-21","2025-09-03","2025-09-21","2025-09-03","2025-09-21",已关闭,采购申请,"2025-09-08",MDS-202510-104,MRP-RUN-202604-02,"2025-09-05 08:00:00",计划专员-王敏,Closed,""
MRP00230,MRP-202509-0230,RAW-AL-ALLOY,铝合金材料,外购,54600,54600,"2025-09-04","2025-09-13","2025-09-04","2025-09-13","2025-09-04","2025-09-13",滚动计划,采购申请,"2025-09-10",MDS-202510-104,MRP-RUN-202604-07,"2025-09-05 08:00:00",PMC-系统,Active,""
MRP00231,MRP-202509-0231,PART-MOTOR-4114-400KV,"4114 400KV高扭矩电机",外购,207480,207480,"2025-09-05","2025-09-18","2025-09-05","2025-09-18","2025-09-05","2025-09-18",已关闭,采购申请,"2025-09-08",MDS-202510-104,MRP-RUN-202604-03,"2025-09-05 08:00:00",S&OP-平台,Closed,""
MRP00232,MRP-202509-0232,PART-RC-IND,工业遥控器,外购,36400,36400,"2025-09-05","2025-09-25","2025-09-05","2025-09-25","2025-09-05","2025-09-25",正常,采购申请,"2025-09-09",MDS-202510-104,MRP-RUN-202604-01,"2025-09-05 08:00:00",计划专员-王敏,Active,""
MRP00233,MRP-202509-0233,ASSY-PWR-TQ,高扭矩动力系统总成,自制,34580,34580,"2025-09-10","2025-09-26","2025-09-10","2025-09-26","2025-09-05","2025-09-26",已关闭,生产工单,"2025-09-10",MDS-202510-104,MRP-RUN-202604-03,"2025-09-05 08:00:00",PMC-系统,Closed,""
MRP00234,MRP-202509-0234,COMP-FC-CASE-AL-IND,工业级铝合金外壳,委外,39340,39340,"2025-09-08","2025-09-22","2025-09-08","2025-09-22","2025-09-05","2025-09-22",滚动计划,委外订单,"2025-09-08",MDS-202510-104,MRP-RUN-202604-09,"2025-09-05 08:00:00",PMC-系统,Active,""
MRP00235,MRP-202509-0235,PART-IMU-ADIS16505,ADIS16505工业级IMU,外购,39340,39340,"2025-09-06","2025-09-25","2025-09-06","2025-09-25","2025-09-05","2025-09-25",已下发,采购申请,"2025-09-08",MDS-202510-104,MRP-RUN-202604-04,"2025-09-05 08:00:00",PMC-系统,Active,""
MRP00236,MRP-202509-0236,PART-ESC-50A-FOC,"50A FOC电调",外购,235900,235900,"2025-09-01","2025-09-13","2025-09-01","2025-09-13","2025-09-01","2025-09-13",正常,采购申请,"2025-09-06",MDS-202510-104,MRP-RUN-202604-02,"2025-09-05 08:00:00",计划专员-王敏,Active,""
MRP00237,MRP-202509-0237,PART-4G-MODULE,"4G通信模块",外购,8320,8320,"2025-09-06","2025-09-22","2025-09-06","2025-09-22","2025-09-06","2025-09-22",已关闭,采购申请,"2025-09-16",MDS-202510-105,MRP-RUN-202604-08,"2025-09-11 08:00:00",计划专员-王敏,Closed,""
MRP00238,MRP-202509-0238,RAW-SI-WAFER-12IN,"12英寸硅晶圆",外购,10,10,"2025-09-07","2025-09-25","2025-09-07","2025-09-25","2025-09-07","2025-09-25",正常,采购申请,"2025-09-13",MDS-202510-105,MRP-RUN-202604-01,"2025-09-11 08:00:00",S&OP-平台,Active,""
MRP00239,MRP-202509-0239,RAW-NEODYMIUM,钕铁硼磁性材料,外购,2240,2240,"2025-09-10","2025-09-30","2025-09-10","2025-09-30","2025-09-10","2025-09-30",已关闭,采购申请,"2025-09-14",MDS-202510-105,MRP-RUN-202604-05,"2025-09-11 08:00:00",S&OP-平台,Closed,""
MRP00240,MRP-202509-0240,ASSY-FC-RTK,RTK高精度飞控总成,委外,7904,7904,"2025-09-06","2025-09-24","2025-09-06","2025-09-24","2025-09-06","2025-09-24",已下发,委外订单,"2025-09-16",MDS-202510-105,MRP-RUN-202604-05,"2025-09-11 08:00:00",S&OP-平台,Active,""
MRP00241,MRP-202509-0241,PART-SPRAYER-20L,"20升智能喷洒系统",外购,7904,7904,"2025-09-15","2025-09-29","2025-09-15","2025-09-29","2025-09-11","2025-09-29",已关闭,采购申请,"2025-09-14",MDS-202510-105,MRP-RUN-202604-02,"2025-09-11 08:00:00",PMC-系统,Closed,""
MRP00242,MRP-202509-0242,PART-MCU-STM32H753,STM32H753双核芯片,外购,8992,8992,"2025-09-07","2025-09-20","2025-09-07","2025-09-20","2025-09-07","2025-09-20",已关闭,采购申请,"2025-09-16",MDS-202510-105,MRP-RUN-202604-08,"2025-09-11 08:00:00",PMC-系统,Closed,""
MRP00243,MRP-202509-0243,PART-PCB-FC-8L,"8层飞控PCB板",外购,8320,8320,"2025-09-06","2025-09-14","2025-09-06","2025-09-14","2025-09-06","2025-09-14",已关闭,采购申请,"2025-09-13",MDS-202510-105,MRP-RUN-202604-01,"2025-09-11 08:00:00",S&OP-平台,Closed,""
MRP00244,MRP-202509-0244,RAW-LIPO-CELL,锂聚合物电芯,外购,18976,18976,"2025-09-13","2025-09-27","2025-09-13","2025-09-27","2025-09-11","2025-09-27",滚动计划,采购申请,"2025-09-16",MDS-202510-105,MRP-RUN-202604-03,"2025-09-11 08:00:00",计划专员-王敏,Active,""
MRP00245,MRP-202509-0245,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,外购,31616,31616,"2025-09-07","2025-09-21","2025-09-07","2025-09-21","2025-09-07","2025-09-21",已关闭,采购申请,"2025-09-12",MDS-202510-105,MRP-RUN-202604-02,"2025-09-11 08:00:00",PMC-系统,Closed,""
MRP00246,MRP-202509-0246,RAW-AL-ALLOY,铝合金材料,外购,22620,22620,"2025-09-08","2025-09-24","2025-09-08","2025-09-24","2025-09-08","2025-09-24",正常,采购申请,"2025-09-17",MDS-202510-S001-A,MRP-RUN-202604-07,"2025-09-13 08:00:00",PMC-系统,Active,""
MRP00247,MRP-202509-0247,PART-BAT-12S-16000,"12S16000mAh工业电池",外购,32596,32596,"2025-09-16","2025-10-05","2025-09-16","2025-10-05","2025-09-13","2025-10-05",已关闭,采购申请,"2025-09-15",MDS-202510-S001-A,MRP-RUN-202604-03,"2025-09-13 08:00:00",S&OP-平台,Closed,""
MRP00248,MRP-202509-0248,ASSY-FC-RTK,RTK高精度飞控总成,委外,14326,14326,"2025-09-15","2025-09-26","2025-09-15","2025-09-26","2025-09-13","2025-09-26",已下发,委外订单,"2025-09-18",MDS-202510-S001-A,MRP-RUN-202604-05,"2025-09-13 08:00:00",S&OP-平台,Active,""
MRP00249,MRP-202509-0249,PART-FPGA-ICE40,ICE40 FPGA,外购,14326,14326,"2025-09-13","2025-09-26","2025-09-13","2025-09-26","2025-09-13","2025-09-26",已关闭,采购申请,"2025-09-15",MDS-202510-S001-A,MRP-RUN-202604-03,"2025-09-13 08:00:00",计划专员-王敏,Closed,""
MRP00250,MRP-202509-0250,COMP-FC-PCB-R1,RTK飞控主板,自制,15080,15080,"2025-09-11","2025-09-26","2025-09-11","2025-09-26","2025-09-11","2025-09-26",已下发,生产工单,"2025-09-17",MDS-202510-S001-A,MRP-RUN-202604-05,"2025-09-13 08:00:00",计划专员-王敏,Active,""
MRP00251,MRP-202509-0251,PART-PCB-FC-8L,"8层飞控PCB板",外购,15080,15080,"2025-09-17","2025-10-01","2025-09-17","2025-10-01","2025-09-13","2025-10-01",正常,采购申请,"2025-09-18",MDS-202510-S001-A,MRP-RUN-202604-01,"2025-09-13 08:00:00",S&OP-平台,Active,""
MRP00252,MRP-202509-0252,RAW-NEODYMIUM,钕铁硼磁性材料,外购,4060,4060,"2025-09-11","2025-09-25","2025-09-11","2025-09-25","2025-09-11","2025-09-25",正常,采购申请,"2025-09-14",MDS-202510-S001-A,MRP-RUN-202604-05,"2025-09-13 08:00:00",S&OP-平台,Active,""
MRP00253,MRP-202509-0253,PART-RC-IND,工业遥控器,外购,15080,15080,"2025-09-11","2025-10-01","2025-09-11","2025-10-01","2025-09-11","2025-10-01",已下发,采购申请,"2025-09-16",MDS-202510-S001-A,MRP-RUN-202604-01,"2025-09-13 08:00:00",计划专员-王敏,Active,""
MRP00254,MRP-202509-0254,RAW-LIPO-CELL,锂聚合物电芯,外购,34394,34394,"2025-09-18","2025-10-06","2025-09-18","2025-10-06","2025-09-13","2025-10-06",已下发,采购申请,"2025-09-16",MDS-202510-S001-A,MRP-RUN-202604-03,"2025-09-13 08:00:00",计划专员-王敏,Active,""
MRP00255,MRP-202509-0255,PART-CAM-FPV,FPV图传相机,外购,15080,15080,"2025-09-18","2025-10-02","2025-09-18","2025-10-02","2025-09-13","2025-10-02",已关闭,采购申请,"2025-09-18",MDS-202510-S001-A,MRP-RUN-202604-02,"2025-09-13 08:00:00",计划专员-王敏,Closed,""
MRP00256,MRP-202509-0256,PART-MCU-STM32H753,STM32H753双核芯片,外购,16298,16298,"2025-09-16","2025-09-29","2025-09-16","2025-09-29","2025-09-13","2025-09-29",滚动计划,采购申请,"2025-09-15",MDS-202510-S001-A,MRP-RUN-202604-08,"2025-09-13 08:00:00",PMC-系统,Active,""
MRP00257,MRP-202509-0257,RAW-SI-WAFER-12IN,"12英寸硅晶圆",外购,10,10,"2025-09-08","2025-09-23","2025-09-08","2025-09-23","2025-09-08","2025-09-23",已关闭,采购申请,"2025-09-10",MDS-202510-S001-B,MRP-RUN-202604-01,"2025-09-09 08:00:00",S&OP-平台,Closed,""
MRP00258,MRP-202509-0258,PART-RADAR-ALT,雷达测高仪,外购,14573,14573,"2025-09-11","2025-09-28","2025-09-11","2025-09-28","2025-09-09","2025-09-28",正常,采购申请,"2025-09-10",MDS-202510-S001-B,MRP-RUN-202604-08,"2025-09-09 08:00:00",S&OP-平台,Active,""
MRP00259,MRP-202509-0259,PART-RC-IND,工业遥控器,外购,15340,15340,"2025-09-08","2025-09-20","2025-09-08","2025-09-20","2025-09-08","2025-09-20",已关闭,采购申请,"2025-09-10",MDS-202510-S001-B,MRP-RUN-202604-01,"2025-09-09 08:00:00",计划专员-王敏,Closed,""
MRP00260,MRP-202509-0260,PART-4G-MODULE,"4G通信模块",外购,15340,15340,"2025-09-08","2025-09-25","2025-09-08","2025-09-25","2025-09-08","2025-09-25",已关闭,采购申请,"2025-09-13",MDS-202510-S001-B,MRP-RUN-202604-08,"2025-09-09 08:00:00",计划专员-王敏,Closed,""
MRP00261,MRP-202509-0261,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,外购,58292,58292,"2025-09-12","2025-09-28","2025-09-12","2025-09-28","2025-09-09","2025-09-28",已下发,采购申请,"2025-09-13",MDS-202510-S001-B,MRP-RUN-202604-02,"2025-09-09 08:00:00",PMC-系统,Active,""
MRP00262,MRP-202509-0262,PART-BAT-12S-16000,"12S16000mAh工业电池",外购,33158,33158,"2025-09-10","2025-09-30","2025-09-10","2025-09-30","2025-09-09","2025-09-30",已关闭,采购申请,"2025-09-13",MDS-202510-S001-B,MRP-RUN-202604-03,"2025-09-09 08:00:00",S&OP-平台,Closed,""
MRP00263,MRP-202509-0263,COMP-FC-PCB-R1,RTK飞控主板,自制,15340,15340,"2025-09-12","2025-09-25","2025-09-12","2025-09-25","2025-09-09","2025-09-25",已关闭,生产工单,"2025-09-13",MDS-202510-S001-B,MRP-RUN-202604-05,"2025-09-09 08:00:00",计划专员-王敏,Closed,""
MRP00264,MRP-202509-0264,PART-CABLE-ESC-HD,加强型电调线,外购,87438,87438,"2025-09-10","2025-09-20","2025-09-10","2025-09-20","2025-09-09","2025-09-20",已关闭,采购申请,"2025-09-13",MDS-202510-S001-B,MRP-RUN-202604-05,"2025-09-09 08:00:00",S&OP-平台,Closed,""
MRP00265,MRP-202509-0265,PART-ESC-50A-FOC,"50A FOC电调",外购,99415,99415,"2025-09-12","2025-09-26","2025-09-12","2025-09-26","2025-09-09","2025-09-26",已下发,采购申请,"2025-09-12",MDS-202510-S001-B,MRP-RUN-202604-02,"2025-09-09 08:00:00",计划专员-王敏,Active,""
MRP00266,MRP-202509-0266,PART-IMU-ADIS16505,ADIS16505工业级IMU,外购,16579,16579,"2025-09-04","2025-09-21","2025-09-04","2025-09-21","2025-09-04","2025-09-21",已下发,采购申请,"2025-09-12",MDS-202510-S001-B,MRP-RUN-202604-04,"2025-09-09 08:00:00",PMC-系统,Active,""
MRP00267,MRP-202509-0267,PART-ESC-50A-FOC,"50A FOC电调",外购,129745,129745,"2025-09-06","2025-09-16","2025-09-06","2025-09-16","2025-09-06","2025-09-16",已关闭,采购申请,"2025-09-10",MDS-202510-S002-A,MRP-RUN-202604-02,"2025-09-06 08:00:00",计划专员-王敏,Closed,""
MRP00268,MRP-202509-0268,PART-CONN-GH-1.25-10P,GH1.25 10PIN连接器,外购,76076,76076,"2025-09-03","2025-09-13","2025-09-03","2025-09-13","2025-09-03","2025-09-13",已关闭,采购申请,"2025-09-10",MDS-202510-S002-A,MRP-RUN-202604-02,"2025-09-06 08:00:00",PMC-系统,Closed,""
MRP00269,MRP-202509-0269,PART-MCU-STM32H753,STM32H753双核芯片,外购,21637,21637,"2025-09-10","2025-09-22","2025-09-10","2025-09-22","2025-09-06","2025-09-22",已下发,采购申请,"2025-09-09",MDS-202510-S002-A,MRP-RUN-202604-08,"2025-09-06 08:00:00",PMC-系统,Active,""
MRP00270,MRP-202509-0270,PART-FRAME-HEX-CF,六轴碳纤维机架,外购,20020,20020,"2025-09-02","2025-09-20","2025-09-02","2025-09-20","2025-09-02","2025-09-20",已下发,采购申请,"2025-09-08",MDS-202510-S002-A,MRP-RUN-202604-07,"2025-09-06 08:00:00",PMC-系统,Active,""
MRP00271,MRP-202509-0271,RAW-AL-ALLOY,铝合金材料,外购,30030,30030,"2025-09-03","2025-09-16","2025-09-03","2025-09-16","2025-09-03","2025-09-16",已关闭,采购申请,"2025-09-07",MDS-202510-S002-A,MRP-RUN-202604-07,"2025-09-06 08:00:00",PMC-系统,Closed,""
MRP00272,MRP-202509-0272,PART-CAM-FPV,FPV图传相机,外购,20020,20020,"2025-09-08","2025-09-25","2025-09-08","2025-09-25","2025-09-06","2025-09-25",已关闭,采购申请,"2025-09-11",MDS-202510-S002-A,MRP-RUN-202604-02,"2025-09-06 08:00:00",计划专员-王敏,Closed,""
MRP00273,MRP-202509-0273,COMP-FC-CASE-AL-IND,工业级铝合金外壳,委外,21637,21637,"2025-09-11","2025-09-25","2025-09-11","2025-09-25","2025-09-06","2025-09-25",已关闭,委外订单,"2025-09-08",MDS-202510-S002-A,MRP-RUN-202604-09,"2025-09-06 08:00:00",PMC-系统,Closed,""
MRP00274,MRP-202509-0274,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,外购,20020,20020,"2025-09-11","2025-09-28","2025-09-11","2025-09-28","2025-09-06","2025-09-28",已关闭,采购申请,"2025-09-10",MDS-202510-S002-A,MRP-RUN-202604-04,"2025-09-06 08:00:00",S&OP-平台,Closed,""
MRP00275,MRP-202509-0275,PART-4G-MODULE,"4G通信模块",外购,20020,20020,"2025-09-02","2025-09-19","2025-09-02","2025-09-19","2025-09-02","2025-09-19",已关闭,采购申请,"2025-09-07",MDS-202510-S002-A,MRP-RUN-202604-08,"2025-09-06 08:00:00",计划专员-王敏,Closed,""
MRP00276,MRP-202509-0276,COMP-FC-PCB-R1,RTK飞控主板,自制,20020,20020,"2025-09-02","2025-09-10","2025-09-02","2025-09-10","2025-09-02","2025-09-10",已关闭,生产工单,"2025-09-09",MDS-202510-S002-A,MRP-RUN-202604-05,"2025-09-06 08:00:00",计划专员-王敏,Closed,""
MRP00277,MRP-202509-0277,ASSY-PWR-TQ,高扭矩动力系统总成,自制,19019,19019,"2025-09-08","2025-09-23","2025-09-08","2025-09-23","2025-09-06","2025-09-23",已下发,生产工单,"2025-09-10",MDS-202510-S002-A,MRP-RUN-202604-03,"2025-09-06 08:00:00",PMC-系统,Active,""
