"shipment_id","shipment_number","shipment_date","warehouse_id","warehouse_name","quantity","consignee","consignee_phone","delivery_address","logistics_provider","tracking_number","actual_delivery_date","delivery_status","sales_order_number","notes","created_date","status","customer_id"
SH0000225,SH-202306-0225,"2025-06-30",WH001,深圳天翼中央成品仓库,6.0,大连天图测控有限公司,"17191462297",陕西省西安市,德邦物流,SF20250630611945,"2025-07-02",已签收,SO-202306-00316,"","2025-06-30",Active,"10050"
SH0000226,SH-202306-0226,"2025-07-11",WH001,深圳天翼中央成品仓库,5.0,郑州地景测控工程有限公司,"15692697161",湖南省长沙市,京东物流,SF20250711130434,"2025-07-15",已签收,SO-202306-00323,"","2025-07-11",Active,"10052"
SH0000227,SH-202306-0227,"2026-01-28",WH001,深圳天翼中央成品仓库,53.0,厦门图新勘测服务有限公司,"17854827139",陕西省咸阳市,德邦物流,SF20260128300896,"2026-02-03",已签收,SO-202306-00334,物流调度重排,"2026-01-28",Active,"10053"
SH0000228,SH-202306-0228,"2025-08-07",WH001,深圳天翼中央成品仓库,31.0,南京地景测量技术有限公司,"17691458887",上海市上海市,德邦物流,SF20250807752483,"2025-08-10",已签收,SO-202306-00384,"","2025-08-07",Active,"10062"
SH0000229,SH-202306-0229,"2026-02-01",WH001,深圳天翼中央成品仓库,6.0,大连视界传媒制作工作室,"17730900313",重庆市重庆市,中通快递,SF20260201292401,"2026-02-06",已签收,SO-202306-00406,节假日延误，顺延发货,"2026-02-01",Active,"10066"
SH0000230,SH-202306-0230,"2025-06-30",WH001,深圳天翼中央成品仓库,47.0,重庆镜头影像文化有限公司,"13751124015",江苏省南京市,圆通速递,SF20250630549433,"2025-07-02",已签收,SO-202306-00427,"","2025-06-30",Active,"10068"
SH0000231,SH-202306-0231,"2025-07-30",WH001,深圳天翼中央成品仓库,3.0,郑州光影时代文化传媒有限公司,"19369108475",重庆市重庆市,顺丰速运,SF20250730372793,"2025-08-05",已签收,SO-202306-00433,"","2025-07-30",Active,"10069"
SH0000232,SH-202306-0232,"2025-08-09",WH001,深圳天翼中央成品仓库,71.0,哈尔滨视界传媒文化有限公司,"13588322781",黑龙江省哈尔滨市,京东物流,SF20250809442722,"2025-08-14",已签收,SO-202306-00456,"","2025-08-09",Active,"10073"
SH0000233,SH-202306-0233,"2025-08-10",WH001,深圳天翼中央成品仓库,37.0,西安安邦安全技术工程有限公司,"15933468715",四川省成都市,申通快递,SF20250810972335,"2025-08-17",已签收,SO-202306-00553,"","2025-08-10",Active,"10092"
SH0000234,SH-202306-0234,"2025-08-12",WH001,深圳天翼中央成品仓库,4.0,西安安通警用装备工程有限公司,"19915911873",湖南省长沙市,京东物流,SF20250812120324,"2025-08-15",已签收,SO-202306-00568,"","2025-08-12",Active,"10094"
SH0000235,SH-202306-0235,"2025-07-07",WH001,深圳天翼中央成品仓库,15.0,苏州警盾安全技术科技有限公司,"15445236735",河南省洛阳市,百世快递,SF20250707335113,"2025-07-12",已签收,SO-202306-00597,"","2025-07-07",Active,"10097"
SH0000236,SH-202307-0236,"2025-08-17",WH001,深圳天翼中央成品仓库,38.0,重庆绿地植保科技有限公司,"15721609600",河南省郑州市,顺丰速运,SF20250817890870,"2025-08-23",已签收,SO-202307-00091,"","2025-08-17",Active,"10015"
SH0000237,SH-202307-0237,"2025-08-25",WH001,深圳天翼中央成品仓库,30.0,青岛沃土植保有限公司,"15784095277",湖南省株洲市,申通快递,SF20250825121369,"2025-09-01",已签收,SO-202307-00128,"","2025-08-25",Active,"10021"
SH0000238,SH-202307-0238,"2025-09-22",WH001,深圳天翼中央成品仓库,10.0,长沙绿地农服技术有限公司,"17532074125",福建省厦门市,德邦物流,SF20250922596564,"2025-09-26",已签收,SO-202307-00197,"","2025-09-22",Active,"10030"
SH0000239,SH-202307-0239,"2025-08-22",WH001,深圳天翼中央成品仓库,1.0,沈阳空间空间信息有限公司,"19798423334",湖北省宜昌市,德邦物流,SF20250822587623,"2025-08-25",已签收,SO-202307-00261,"","2025-08-22",Active,"10040"
SH0000240,SH-202307-0240,"2025-09-03",WH001,深圳天翼中央成品仓库,48.0,郑州经纬空间信息有限公司,"17851333320",福建省厦门市,德邦物流,SF20250903735324,"2025-09-08",已签收,SO-202307-00347,"","2025-09-03",Active,"10055"
SH0000241,SH-202307-0241,"2025-08-06",WH001,深圳天翼中央成品仓库,66.0,大连天图测绘有限公司,"13272684373",陕西省咸阳市,百世快递,SF20250806213349,"2025-08-11",已签收,SO-202307-00364,"","2025-08-06",Active,"10058"
SH0000242,SH-202307-0242,"2025-07-20",WH001,深圳天翼中央成品仓库,19.0,哈尔滨天图空间信息工程有限公司,"17546129354",上海市上海市,中通快递,SF20250720810250,"2025-07-25",已签收,SO-202307-00400,"","2025-07-20",Active,"10063"
SH0000243,SH-202307-0243,"2025-09-07",WH001,深圳天翼中央成品仓库,19.0,广州光影时代传媒文化传播有限公司,"19737444033",山东省济南市,德邦物流,SF20250907179688,"2025-09-14",已签收,SO-202307-00497,"","2025-09-07",Active,"10083"
SH0000244,SH-202307-0244,"2025-08-03",WH001,深圳天翼中央成品仓库,80.0,广州光影时代传媒文化传播有限公司,"19737444033",山东省济南市,圆通速递,SF20250803910004,"2025-08-06",已签收,SO-202307-00505,"","2025-08-03",Active,"10083"
SH0000245,SH-202307-0245,"2025-08-25",WH001,深圳天翼中央成品仓库,21.0,北京视界文化有限公司,"18557707813",福建省厦门市,申通快递,SF20250825693423,"2025-09-01",已签收,SO-202307-00508,"","2025-08-25",Active,"10084"
SH0000246,SH-202307-0246,"2025-07-28",WH001,深圳天翼中央成品仓库,4.0,重庆安邦安全技术工程有限公司,"15286293158",黑龙江省哈尔滨市,京东物流,SF20250728793655,"2025-07-31",已签收,SO-202307-00559,"","2025-07-28",Active,"10093"
SH0000247,SH-202308-0247,"2025-09-10",WH001,深圳天翼中央成品仓库,3.0,郑州绿洲农服技术有限公司,"19855420240",重庆市重庆市,圆通速递,SF20250910457806,"2025-09-17",已签收,SO-202308-00104,"","2025-09-10",Active,"10018"
SH0000248,SH-202308-0248,"2025-09-12",WH001,深圳天翼中央成品仓库,2.0,青岛绿洲农技股份有限公司,"17769108025",山东省烟台市,顺丰速运,SF20250912554582,"2025-09-16",已签收,SO-202308-00189,"","2025-09-12",Active,"10029"
SH0000249,SH-202308-0249,"2025-09-27",WH001,深圳天翼中央成品仓库,3.0,西安星图空间信息服务有限公司,"18396889215",浙江省温州市,德邦物流,SF20250927556641,"2025-10-04",已签收,SO-202308-00298,"","2025-09-27",Active,"10046"
SH0000250,SH-202308-0250,"2025-08-28",WH001,深圳天翼中央成品仓库,18.0,厦门图新勘测服务有限公司,"17854827139",陕西省咸阳市,百世快递,SF20250828745830,"2025-09-01",已签收,SO-202308-00337,"","2025-08-28",Active,"10053"
SH0000251,SH-202308-0251,"2026-01-24",WH001,深圳天翼中央成品仓库,8.0,沈阳经纬测量有限公司,"15409268943",湖南省株洲市,中通快递,SF20260124947272,"",已发货,SO-202308-00379,客户申请延迟收货,"2026-01-24",Active,"10061"
SH0000252,SH-202308-0252,"2025-10-15",WH001,深圳天翼中央成品仓库,43.0,哈尔滨天图空间信息工程有限公司,"17546129354",上海市上海市,百世快递,SF20251015993085,"2025-10-21",已签收,SO-202308-00398,"","2025-10-15",Active,"10063"
SH0000253,SH-202308-0253,"2026-01-21",WH001,深圳天翼中央成品仓库,70.0,广州光影时代传媒文化传播有限公司,"19737444033",山东省济南市,百世快递,SF20260121666847,"2026-01-23",已签收,SO-202308-00492,节假日延误，顺延发货,"2026-01-21",Active,"10083"
SH0000254,SH-202308-0254,"2025-10-04",WH001,深圳天翼中央成品仓库,81.0,北京视界文化有限公司,"18557707813",福建省厦门市,圆通速递,SF20251004497399,"2025-10-07",已签收,SO-202308-00515,"","2025-10-04",Active,"10084"
SH0000255,SH-202308-0255,"2026-02-05",WH001,深圳天翼中央成品仓库,27.0,苏州警盾安全技术科技有限公司,"15445236735",河南省洛阳市,中通快递,SF20260205609231,"",已发货,SO-202308-00596,节假日延误，顺延发货,"2026-02-05",Active,"10097"
SH0000256,SH-202309-0256,"2025-10-30",WH001,深圳天翼中央成品仓库,8.0,上海沃土农资技术有限公司,"17356287095",湖北省襄阳市,百世快递,SF20251030936587,"2025-11-02",已签收,SO-202309-00092,"","2025-10-30",Active,"10016"
SH0000257,SH-202309-0257,"2025-10-30",WH001,深圳天翼中央成品仓库,8.0,西安禾苗农科有限公司,"13426283245",浙江省绍兴市,中通快递,SF20251030835244,"2025-11-06",已签收,SO-202309-00198,"","2025-10-30",Active,"10031"
SH0000258,SH-202309-0258,"2025-09-26",WH001,深圳天翼中央成品仓库,34.0,西安禾苗农科有限公司,"13426283245",浙江省绍兴市,中通快递,SF20250926300337,"2025-09-30",已签收,SO-202309-00200,"","2025-09-26",Active,"10031"
SH0000259,SH-202309-0259,"2025-10-20",WH001,深圳天翼中央成品仓库,23.0,杭州大地农资有限公司,"15126226563",上海市上海市,京东物流,SF20251020612311,"2025-10-25",已签收,SO-202309-00215,"","2025-10-20",Active,"10033"
SH0000260,SH-202309-0260,"2026-03-07",WH001,深圳天翼中央成品仓库,49.0,青岛空地测量有限公司,"15209415691",湖北省宜昌市,顺丰速运,SF20260307272634,"",已发货,SO-202309-00250,客户申请延迟收货,"2026-03-07",Active,"10038"
SH0000261,SH-202309-0261,"2025-10-26",WH001,深圳天翼中央成品仓库,8.0,沈阳测量地理信息科技有限公司,"19388187517",山东省青岛市,申通快递,SF20251026118080,"2025-10-29",已签收,SO-202309-00263,"","2025-10-26",Active,"10041"
SH0000262,SH-202309-0262,"2026-03-05",WH001,深圳天翼中央成品仓库,3.0,沈阳测量地理信息科技有限公司,"19388187517",山东省青岛市,京东物流,SF20260305922157,"",已发货,SO-202309-00265,生产延迟导致发货推迟,"2026-03-05",Active,"10041"
SH0000263,SH-202309-0263,"2025-09-27",WH001,深圳天翼中央成品仓库,50.0,大连天图测绘有限公司,"13272684373",陕西省咸阳市,中通快递,SF20250927486945,"2025-10-03",已签收,SO-202309-00358,"","2025-09-27",Active,"10058"
SH0000264,SH-202309-0264,"2026-03-10",WH001,深圳天翼中央成品仓库,7.0,西安视界传媒广告传媒有限公司,"13722312633",湖南省长沙市,百世快递,SF20260310865990,"",运输中,SO-202309-00434,客户仓库施工，推迟到货,"2026-03-10",Active,"10070"
SH0000265,SH-202309-0265,"2026-03-18",WH001,深圳天翼中央成品仓库,6.0,西安影动广告有限公司,"19447646966",湖南省长沙市,德邦物流,SF20260318299122,"",已发货,SO-202309-00488,节假日延误，顺延发货,"2026-03-18",Active,"10082"
SH0000266,SH-202309-0266,"2025-10-28",WH001,深圳天翼中央成品仓库,45.0,广州光影时代传媒文化传播有限公司,"19737444033",山东省济南市,百世快递,SF20251028341736,"2025-10-30",已签收,SO-202309-00502,"","2025-10-28",Active,"10083"
SH0000267,SH-202309-0267,"2025-10-21",WH001,深圳天翼中央成品仓库,87.0,深圳影动力广告文化有限公司,"13200105056",江苏省无锡市,顺丰速运,SF20251021878967,"2025-10-27",已签收,SO-202309-00532,"","2025-10-21",Active,"10088"
SH0000268,SH-202309-0268,"2026-01-22",WH001,深圳天翼中央成品仓库,3.0,西安影像空间影像传媒有限公司,"19453954673",四川省成都市,圆通速递,SF20260122871476,"",已发货,SO-202309-00538,客户申请延迟收货,"2026-01-22",Active,"10089"
SH0000269,SH-202309-0269,"2025-10-31",WH001,深圳天翼中央成品仓库,4.0,南京安盾安保有限公司,"18140380477",河南省郑州市,中通快递,SF20251031897135,"2025-11-06",已签收,SO-202309-00578,"","2025-10-31",Active,"10096"
SH0000270,SH-202310-0270,"2025-11-26",WH001,深圳天翼中央成品仓库,28.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,顺丰速运,SF20251126973074,"2025-12-01",已签收,SO-202310-00028,"","2025-11-26",Active,"10005"
SH0000271,SH-202310-0271,"2025-11-05",WH001,深圳天翼中央成品仓库,2.0,青岛农翼农技股份有限公司,"18229927269",辽宁省沈阳市,百世快递,SF20251105288158,"2025-11-10",已签收,SO-202310-00033,"","2025-11-05",Active,"10006"
SH0000272,SH-202310-0272,"2026-02-24",WH001,深圳天翼中央成品仓库,9.0,长沙农兴农机服务有限公司,"18480424119",陕西省西安市,顺丰速运,SF20260224152578,"",已发货,SO-202310-00053,物流调度重排,"2026-02-24",Active,"10009"
SH0000273,SH-202310-0273,"2026-03-20",WH001,深圳天翼中央成品仓库,2.0,深圳沃土农资科技有限公司,"13178663096",重庆市重庆市,申通快递,SF20260320656926,"",已发货,SO-202310-00099,客户申请延迟收货,"2026-03-20",Active,"10017"
SH0000274,SH-202310-0274,"2025-12-04",WH001,深圳天翼中央成品仓库,34.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,申通快递,SF20251204889359,"2025-12-09",已签收,SO-202310-00161,"","2025-12-04",Active,"10025"
SH0000275,SH-202310-0275,"2025-11-22",WH001,深圳天翼中央成品仓库,3.0,深圳丰收农资科技有限公司,"15807435606",陕西省咸阳市,中通快递,SF20251122398151,"2025-11-27",已签收,SO-202310-00201,"","2025-11-22",Active,"10032"
SH0000276,SH-202310-0276,"2025-12-18",WH001,深圳天翼中央成品仓库,1.0,青岛空地测量有限公司,"15209415691",湖北省宜昌市,百世快递,SF20251218293319,"2025-12-23",已签收,SO-202310-00249,"","2025-12-18",Active,"10038"
SH0000277,SH-202310-0277,"2025-12-07",WH001,深圳天翼中央成品仓库,10.0,青岛空地测量有限公司,"15209415691",湖北省宜昌市,顺丰速运,SF20251207962050,"2025-12-13",已签收,SO-202310-00251,"","2025-12-07",Active,"10038"
SH0000278,SH-202310-0278,"2025-11-12",WH001,深圳天翼中央成品仓库,6.0,厦门地测勘测工程有限公司,"17174041730",湖南省长沙市,顺丰速运,SF20251112705050,"2025-11-18",已签收,SO-202310-00252,"","2025-11-12",Active,"10039"
SH0000279,SH-202310-0279,"2025-11-23",WH001,深圳天翼中央成品仓库,1.0,济南空信空间信息服务有限公司,"18448981305",辽宁省大连市,德邦物流,SF20251123950544,"",已发货,SO-202310-00274,"","2025-11-23",Active,"10042"
SH0000280,SH-202310-0280,"2025-10-26",WH001,深圳天翼中央成品仓库,53.0,西安星图空间信息服务有限公司,"18396889215",浙江省温州市,德邦物流,SF20251026224205,"2025-10-28",已签收,SO-202310-00302,"","2025-10-26",Active,"10046"
SH0000281,SH-202310-0281,"2025-12-03",WH001,深圳天翼中央成品仓库,6.0,上海地理勘测有限公司,"17297958983",黑龙江省哈尔滨市,中通快递,SF20251203929151,"2025-12-07",已签收,SO-202310-00313,"","2025-12-03",Active,"10049"
SH0000282,SH-202310-0282,"2025-11-27",WH001,深圳天翼中央成品仓库,32.0,厦门图新勘测服务有限公司,"17854827139",陕西省咸阳市,京东物流,SF20251127572398,"2025-12-02",已签收,SO-202310-00333,"","2025-11-27",Active,"10053"
SH0000283,SH-202310-0283,"2025-11-17",WH001,深圳天翼中央成品仓库,45.0,郑州经纬空间信息有限公司,"17851333320",福建省厦门市,京东物流,SF20251117420214,"2025-11-22",已签收,SO-202310-00345,"","2025-11-17",Active,"10055"
SH0000284,SH-202310-0284,"2025-12-01",WH001,深圳天翼中央成品仓库,5.0,南京星图测量服务有限公司,"15656670062",湖北省襄阳市,中通快递,SF20251201876039,"2025-12-07",已签收,SO-202310-00374,"","2025-12-01",Active,"10060"
SH0000285,SH-202310-0285,"2025-12-08",WH001,深圳天翼中央成品仓库,43.0,哈尔滨天图空间信息工程有限公司,"17546129354",上海市上海市,德邦物流,SF20251208377501,"2025-12-14",已签收,SO-202310-00390,"","2025-12-08",Active,"10063"
SH0000286,SH-202310-0286,"2025-12-25",WH001,深圳天翼中央成品仓库,8.0,杭州光影时代影像工作室,"18214518079",福建省厦门市,德邦物流,SF20251225282256,"2025-12-30",已签收,SO-202310-00412,"","2025-12-25",Active,"10067"
SH0000287,SH-202310-0287,"2025-12-06",WH001,深圳天翼中央成品仓库,3.0,厦门影立方制作有限公司,"17206681214",北京市北京市,顺丰速运,SF20251206528361,"2025-12-10",已签收,SO-202310-00469,"","2025-12-06",Active,"10078"
SH0000288,SH-202310-0288,"2025-11-18",WH001,深圳天翼中央成品仓库,4.0,厦门影立方制作有限公司,"17206681214",北京市北京市,百世快递,SF20251118134225,"2025-11-22",已签收,SO-202310-00472,"","2025-11-18",Active,"10078"
SH0000289,SH-202310-0289,"2025-11-04",WH001,深圳天翼中央成品仓库,85.0,广州光影时代传媒文化传播有限公司,"19737444033",山东省济南市,百世快递,SF20251104837135,"2025-11-06",已签收,SO-202310-00501,"","2025-11-04",Active,"10083"
SH0000290,SH-202310-0290,"2025-11-04",WH001,深圳天翼中央成品仓库,40.0,重庆安邦安全技术工程有限公司,"15286293158",黑龙江省哈尔滨市,德邦物流,SF20251104377405,"2025-11-08",已签收,SO-202310-00558,"","2025-11-04",Active,"10093"
SH0000291,SH-202310-0291,"2025-12-05",WH001,深圳天翼中央成品仓库,3.0,西安安通警用装备工程有限公司,"19915911873",湖南省长沙市,申通快递,SF20251205307428,"2025-12-07",已签收,SO-202310-00569,"","2025-12-05",Active,"10094"
SH0000292,SH-202310-0292,"2025-12-06",WH001,深圳天翼中央成品仓库,45.0,苏州警盾安全技术科技有限公司,"15445236735",河南省洛阳市,德邦物流,SF20251206779094,"2025-12-13",已签收,SO-202310-00590,"","2025-12-06",Active,"10097"
SH0000293,SH-202311-0293,"2026-03-21",WH001,深圳天翼中央成品仓库,32.0,西安惠农农科科技有限公司,"19554340903",湖南省株洲市,顺丰速运,SF20260321992697,"",已发货,SO-202311-00029,客户申请延迟收货,"2026-03-21",Active,"10005"
SH0000294,SH-202311-0294,"2025-11-25",WH001,深圳天翼中央成品仓库,21.0,重庆绿地植保科技有限公司,"15721609600",河南省郑州市,圆通速递,SF20251125964278,"2025-11-30",已签收,SO-202311-00089,"","2025-11-25",Active,"10015"
SH0000295,SH-202311-0295,"2026-01-23",WH001,深圳天翼中央成品仓库,41.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,百世快递,SF20260123346629,"2026-01-25",已签收,SO-202311-00223,合同变更后重新排程,"2026-01-23",Active,"10034"
SH0000296,SH-202311-0296,"2025-11-29",WH001,深圳天翼中央成品仓库,18.0,厦门田园农服有限公司,"18630833445",陕西省咸阳市,京东物流,SF20251129385470,"2025-12-03",已签收,SO-202311-00229,"","2025-11-29",Active,"10034"
SH0000297,SH-202311-0297,"2025-12-25",WH001,深圳天翼中央成品仓库,7.0,西安测量测量科技有限公司,"13415933049",辽宁省沈阳市,京东物流,SF20251225184349,"2026-01-01",已签收,SO-202311-00286,"","2025-12-25",Active,"10044"
SH0000298,SH-202311-0298,"2025-11-29",WH001,深圳天翼中央成品仓库,28.0,西安星图空间信息服务有限公司,"18396889215",浙江省温州市,圆通速递,SF20251129437978,"2025-12-02",已签收,SO-202311-00299,"","2025-11-29",Active,"10046"
SH0000299,SH-202311-0299,"2025-12-21",WH001,深圳天翼中央成品仓库,40.0,大连天图测绘有限公司,"13272684373",陕西省咸阳市,顺丰速运,SF20251221340044,"2025-12-25",已签收,SO-202311-00360,"","2025-12-21",Active,"10058"
SH0000300,SH-202311-0300,"2025-11-28",WH001,深圳天翼中央成品仓库,3.0,上海天地地理信息技术有限公司,"19901325519",浙江省绍兴市,顺丰速运,SF20251128901909,"2025-12-05",已签收,SO-202311-00402,"","2025-11-28",Active,"10064"
SH0000301,SH-202311-0301,"2025-12-10",WH001,深圳天翼中央成品仓库,36.0,重庆镜头影像文化有限公司,"13751124015",江苏省南京市,顺丰速运,SF20251210900177,"2025-12-15",已签收,SO-202311-00418,"","2025-12-10",Active,"10068"
SH0000302,SH-202311-0302,"2025-12-08",WH001,深圳天翼中央成品仓库,7.0,深圳影像空间文化文化传播有限公司,"18761051532",山东省青岛市,圆通速递,SF20251208563711,"2025-12-10",已签收,SO-202311-00467,"","2025-12-08",Active,"10077"
SH0000303,SH-202311-0303,"2025-11-21",WH001,深圳天翼中央成品仓库,9.0,深圳影像制作文化传播有限公司,"13397721596",河南省郑州市,京东物流,SF20251121765620,"2025-11-28",已签收,SO-202311-00485,"","2025-11-21",Active,"10081"
SH0000304,SH-202311-0304,"2025-12-13",WH001,深圳天翼中央成品仓库,51.0,北京视界文化有限公司,"18557707813",福建省厦门市,百世快递,SF20251213528184,"2025-12-16",已签收,SO-202311-00507,"","2025-12-13",Active,"10084"
SH0000305,SH-202311-0305,"2025-11-28",WH001,深圳天翼中央成品仓库,86.0,杭州影像影像工作室,"17587173220",山东省烟台市,顺丰速运,SF20251128999398,"2025-12-05",已签收,SO-202311-00523,"","2025-11-28",Active,"10086"
SH0000306,SH-202311-0306,"2025-12-10",WH001,深圳天翼中央成品仓库,27.0,西安安邦安全技术工程有限公司,"15933468715",四川省成都市,圆通速递,SF20251210619536,"2025-12-16",已签收,SO-202311-00554,"","2025-12-10",Active,"10092"
SH0000307,SH-202311-0307,"2025-12-25",WH001,深圳天翼中央成品仓库,4.0,南京安盾安保有限公司,"18140380477",河南省郑州市,顺丰速运,SF20251225576919,"2025-12-30",已签收,SO-202311-00580,"","2025-12-25",Active,"10096"
SH0000308,SH-202312-0308,"2026-02-15",WH001,深圳天翼中央成品仓库,43.0,青岛沃土植保有限公司,"15784095277",湖南省株洲市,圆通速递,SF20260215723398,"2026-02-21",已签收,SO-202312-00127,客户申请延迟收货,"2026-02-15",Active,"10021"
SH0000309,SH-202312-0309,"2025-12-13",WH001,深圳天翼中央成品仓库,58.0,南京测控测绘科技有限公司,"13359154084",江苏省无锡市,圆通速递,SF20251213668950,"2025-12-15",已签收,SO-202312-00277,"","2025-12-13",Active,"10043"
SH0000310,SH-202312-0310,"2025-12-18",WH001,深圳天翼中央成品仓库,13.0,厦门图新勘测服务有限公司,"17854827139",陕西省咸阳市,德邦物流,SF20251218643623,"2025-12-20",已签收,SO-202312-00336,"","2025-12-18",Active,"10053"
SH0000311,SH-202312-0311,"2026-03-09",WH001,深圳天翼中央成品仓库,6.0,青岛天图勘测工程有限公司,"18398668350",北京市北京市,百世快递,SF20260309712024,"",运输中,SO-202312-00357,合同变更后重新排程,"2026-03-09",Active,"10057"
SH0000312,SH-202312-0312,"2025-12-06",WH001,深圳天翼中央成品仓库,41.0,杭州测控地理信息技术有限公司,"17371011200",江苏省常州市,中通快递,SF20251206237377,"2025-12-11",已签收,SO-202312-00373,"","2025-12-06",Active,"10059"
SH0000313,SH-202312-0313,"2025-12-08",WH001,深圳天翼中央成品仓库,2.0,沈阳经纬测量有限公司,"15409268943",湖南省株洲市,京东物流,SF20251208227324,"2025-12-12",已签收,SO-202312-00381,"","2025-12-08",Active,"10061"
SH0000314,SH-202312-0314,"2026-02-24",WH001,深圳天翼中央成品仓库,6.0,杭州光影时代影像工作室,"18214518079",福建省厦门市,京东物流,SF20260224314181,"",运输中,SO-202312-00416,客户仓库施工，推迟到货,"2026-02-24",Active,"10067"
SH0000315,SH-202312-0315,"2025-12-31",WH001,深圳天翼中央成品仓库,33.0,重庆镜头影像文化有限公司,"13751124015",江苏省南京市,中通快递,SF20251231527809,"2026-01-03",已签收,SO-202312-00430,"","2025-12-31",Active,"10068"
SH0000316,SH-202312-0316,"2025-12-26",WH001,深圳天翼中央成品仓库,12.0,郑州影立方制作传媒有限公司,"15826197069",福建省厦门市,京东物流,SF20251226223172,"2025-12-30",已签收,SO-202312-00453,"","2025-12-26",Active,"10072"
SH0000317,SH-202312-0317,"2025-12-03",WH001,深圳天翼中央成品仓库,88.0,厦门影立方制作有限公司,"17206681214",北京市北京市,圆通速递,SF20251203406039,"2025-12-06",已签收,SO-202312-00474,"","2025-12-03",Active,"10078"
SH0000318,SH-202312-0318,"2025-12-18",WH001,深圳天翼中央成品仓库,56.0,广州光影时代传媒文化传播有限公司,"19737444033",山东省济南市,申通快递,SF20251218605937,"2025-12-25",已签收,SO-202312-00496,"","2025-12-18",Active,"10083"
SH0000319,SH-202312-0319,"2025-12-20",WH001,深圳天翼中央成品仓库,5.0,西安安通警用装备工程有限公司,"19915911873",湖南省长沙市,中通快递,SF20251220251668,"2025-12-27",已签收,SO-202312-00567,"","2025-12-20",Active,"10094"
SH0000320,SH-202312-0320,"2025-12-24",WH001,深圳天翼中央成品仓库,19.0,苏州警盾安全技术科技有限公司,"15445236735",河南省洛阳市,中通快递,SF20251224882544,"",已发货,SO-202312-00594,"","2025-12-24",Active,"10097"
SH0000321,SH-202401-0321,"2025-03-19",WH001,深圳天翼中央成品仓库,39.0,青岛田园农科有限公司,"13489747629",辽宁省沈阳市,申通快递,SF20250319928381,"2025-03-26",已签收,SO-202401-00011,"","2025-03-19",Active,"10003"
SH0000322,SH-202401-0322,"2025-03-05",WH001,深圳天翼中央成品仓库,44.0,南京绿野农资服务有限公司,"15876693898",山东省济南市,百世快递,SF20250305960408,"2025-03-08",已签收,SO-202401-00048,"","2025-03-05",Active,"10008"
SH0000323,SH-202401-0323,"2025-02-02",WH001,深圳天翼中央成品仓库,12.0,郑州农丰农机技术有限公司,"13154318806",陕西省西安市,百世快递,SF20250202978157,"2025-02-08",已签收,SO-202401-00064,"","2025-02-02",Active,"10011"
SH0000324,SH-202401-0324,"2025-03-23",WH001,深圳天翼中央成品仓库,27.0,西安农兴农资科技有限公司,"17937643439",重庆市重庆市,京东物流,SF20250323255813,"2025-03-27",已签收,SO-202401-00139,"","2025-03-23",Active,"10023"
SH0000325,SH-202401-0325,"2025-02-19",WH001,深圳天翼中央成品仓库,5.0,西安丰收农资技术有限公司,"18126614158",河南省郑州市,百世快递,SF20250219448588,"2025-02-23",已签收,SO-202401-00149,"","2025-02-19",Active,"10024"
SH0000326,SH-202401-0326,"2025-02-14",WH001,深圳天翼中央成品仓库,13.0,郑州绿洲农业服务有限公司,"13510751046",辽宁省沈阳市,京东物流,SF20250214437408,"2025-02-21",已签收,SO-202401-00162,"","2025-02-14",Active,"10025"
SH0000327,SH-202401-0327,"2025-02-01",WH001,深圳天翼中央成品仓库,4.0,沈阳地信勘测工程有限公司,"13434961542",福建省福州市,京东物流,SF20250201344907,"2025-02-07",已签收,SO-202401-00240,"","2025-02-01",Active,"10037"
SH0000328,SH-202401-0328,"2025-02-26",WH001,深圳天翼中央成品仓库,8.0,济南空信空间信息服务有限公司,"18448981305",辽宁省大连市,圆通速递,SF20250226595951,"2025-03-04",已签收,SO-202401-00272,"","2025-02-26",Active,"10042"
SH0000329,SH-202401-0329,"2025-02-08",WH001,深圳天翼中央成品仓库,3.0,武汉精测勘测有限公司,"17292673892",山东省烟台市,圆通速递,SF20250208930884,"2025-02-12",已签收,SO-202401-00306,"","2025-02-08",Active,"10047"
SH0000330,SH-202401-0330,"2025-03-18",WH001,深圳天翼中央成品仓库,52.0,厦门图新勘测服务有限公司,"17854827139",陕西省咸阳市,顺丰速运,SF20250318232378,"2025-03-23",已签收,SO-202401-00327,"","2025-03-18",Active,"10053"
SH0000331,SH-202401-0331,"2025-03-20",WH001,深圳天翼中央成品仓库,2.0,成都测控地理信息工程有限公司,"15824022357",北京市北京市,申通快递,SF20250320205239,"2025-03-27",已签收,SO-202401-00352,"","2025-03-20",Active,"10056"
SH0000332,SH-202401-0332,"2025-01-29",WH001,深圳天翼中央成品仓库,8.0,南京星图测量服务有限公司,"15656670062",湖北省襄阳市,京东物流,SF20250129116093,"2025-02-01",已签收,SO-202401-00376,"","2025-01-29",Active,"10060"
SH0000333,SH-202401-0333,"2025-02-16",WH001,深圳天翼中央成品仓库,5.0,南京地景测量技术有限公司,"17691458887",上海市上海市,申通快递,SF20250216786587,"2025-02-22",已签收,SO-202401-00386,"","2025-02-16",Active,"10062"
