"purchase_order_id","purchase_order_number","document_date","supplier_id","supplier_name","material_id","material_code","material_name","purchase_quantity","unit_price_tax","tax_rate","document_status","required_date","planned_arrival_date","accumulated_arrival_tax","accumulated_storage_tax","payment_terms","buyer","created_date","status","srcbillid","srcbillentryid"
POID-000283,PO-202604-0152,"2026-04-03",SUP-028,台州塑料注塑成型公司,M0112,RAW-ABS-PELLET,ABS塑料粒子,4082.0,2099.76,0.13,已入库,"2026-04-16","2026-04-24",8571220.32,8571220.32,月结30天,张伟,"2026-04-03",有效,"",""
POID-000284,PO-202604-0153,"2026-04-03",SUP-028,台州塑料注塑成型公司,M0043,COMP-COVER-PLA-UP,塑料上盖,2548.0,1302.91,0.13,已入库,"2026-04-12","2026-04-23",3319814.68,1675542.26,款到发货,陈静,"2026-04-03",有效,"",""
POID-000285,PO-202604-0154,"2026-04-02",SUP-012,深圳大疆创新动力系统,M0077,PART-MOTOR-2212-920KV,"2212 920KV无刷电机",2652.0,54.1,0.13,已入库,"2026-04-09","2026-04-18",143473.2,102249.0,款到发货,陈静,"2026-04-02",有效,"",""
POID-000286,PO-202604-0155,"2026-04-02",SUP-035,北京智能视觉科技公司,M0032,PART-SPOTLIGHT-50W,"50W强光照明灯",3518.0,704.52,0.13,已入库,"2026-04-16","2026-04-16",2478501.36,1419607.8,月结60天,王芳,"2026-04-02",有效,"",""
POID-000287,PO-202604-0156,"2026-04-04",SUP-021,索尼半导体解决方案,M0030,PART-CAM-THERMAL,红外热成像相机,1131.0,410.36,0.13,已入库,"2026-04-14","2026-04-18",464117.16,0.0,月结45天,陈静,"2026-04-04",有效,"",""
POID-000288,PO-202604-0157,"2026-04-04",SUP-022,豪威科技（OmniVision）,M0031,PART-CAM-ZOOM-30X,"30倍变焦可见光相机",912.0,4435.93,0.13,已入库,"2026-04-16","2026-04-22",4045568.16,1215444.82,预付30%余款到货,王芳,"2026-04-04",有效,"",""
POID-000289,PO-202604-0158,"2026-04-04",SUP-009,深圳华强PCB制造厂,M0066,COMP-FC-PCB-A1,高级飞控主板,3058.0,3009.14,0.13,已入库,"2026-04-17","2026-04-22",9201950.12,5160675.1,月结60天,王芳,"2026-04-04",有效,"",""
POID-000290,PO-202604-0159,"2026-04-02",SUP-002,德州仪器（TI）中国代理,M0096,PART-POWER-REG-5V,"5V稳压芯片",2713.0,4138.42,0.13,已入库,"2026-04-09","2026-04-22",11227533.46,11227533.46,款到发货,李航,"2026-04-02",有效,"",""
POID-000291,PO-202604-0160,"2026-04-02",SUP-041,东莞减震件制造厂,M0047,PART-DAMPER-SOFT,减震球,2799.0,3113.8,0.13,已入库,"2026-04-13","2026-04-22",8715526.2,6588800.8,预付30%余款到货,李航,"2026-04-02",有效,"",""
POID-000292,PO-202604-0161,"2026-04-02",SUP-042,深圳线缆连接器公司,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,3265.0,3383.19,0.13,已入库,"2026-04-16","2026-04-20",11046115.35,11046115.35,月结60天,李航,"2026-04-02",有效,"",""
POID-000293,PO-202604-0162,"2026-04-02",SUP-009,深圳华强PCB制造厂,M0093,PART-PCB-FC-4L,"4层飞控PCB板",4457.0,3410.07,0.13,已入库,"2026-04-16","2026-04-16",15198681.99,8344441.29,月结30天,陈静,"2026-04-02",有效,"",""
POID-000294,PO-202604-0163,"2026-04-04",SUP-021,索尼半导体解决方案,M0017,PART-CAM-ZOOM,变焦相机模组,949.0,3282.72,0.13,已入库,"2026-04-17","2026-04-19",3115301.28,2120637.12,款到发货,张伟,"2026-04-04",有效,"",""
POID-000295,PO-202604-0164,"2026-04-04",SUP-003,意法半导体（ST）亚太区,M0097,PART-POWER-REG-3.3V,"3.3V稳压芯片",3623.0,2091.4,0.13,已入库,"2026-04-16","2026-04-18",7577142.2,0.0,月结45天,张伟,"2026-04-04",有效,"",""
POID-000296,PO-202604-0165,"2026-04-03",SUP-015,深圳碳纤维螺旋桨制造厂,M0079,PART-PROP-9045,"9045塑料螺旋桨",2553.0,2690.62,0.13,已入库,"2026-04-17","2026-04-18",6869152.86,3339059.42,款到发货,PMC-系统,"2026-04-03",有效,"",""
POID-000297,PO-202604-0166,"2026-04-02",SUP-028,台州塑料注塑成型公司,M0042,COMP-FRAME-PLA,塑料机身框架,2541.0,4010.9,0.13,已入库,"2026-04-16","2026-04-17",10191696.9,10191696.9,预付30%余款到货,张伟,"2026-04-02",有效,"",""
POID-000298,PO-202604-0167,"2026-04-02",SUP-018,比亚迪电池有限公司,M0005,PART-BAT-2S-3000,标准智能电池2S3000mAh,1080.0,1071.17,0.13,已入库,"2026-04-11","2026-04-18",1156863.6,0.0,月结45天,PMC-系统,"2026-04-02",有效,"",""
POID-000299,PO-202604-0168,"2026-04-04",SUP-025,东莞碳纤维复合材料厂,M0113,RAW-CF-PLATE-3MM,"3mm碳纤维板",4975.0,5000.31,0.13,已入库,"2026-04-18","2026-04-25",24876542.25,12475773.45,款到发货,张伟,"2026-04-04",有效,"",""
POID-000300,PO-202604-0169,"2026-04-02",SUP-011,T-Motor无刷电机有限公司,M0004,ASSY-PWR-STD,标准动力系统总成,2881.0,4292.6,0.13,已入库,"2026-04-11","2026-04-16",12366980.6,6936841.6,款到发货,陈静,"2026-04-02",有效,"",""
POID-000301,PO-202604-0170,"2026-04-04",SUP-020,格氏ace电池科技,M0034,PART-BAT-12S-16000,"12S16000mAh工业电池",520.0,421.04,0.13,已入库,"2026-04-11","2026-04-20",218940.8,109470.4,预付30%余款到货,李航,"2026-04-04",有效,PRID-000015,PRID-000015-1
