"sales_order_id","sales_order_number","document_date","customer_id","customer_name","line_number","product_id","product_code","product_name","quantity","unit","standard_price","discount_rate","actual_price","subtotal_amount","order_status","document_status","transaction_type","sales_department","salesperson","planned_delivery_date","is_urgent","contract_number","project_name","end_customer","quotation_number","notes","created_date","status"
SO0000747,SO-202304-00326,"2025-04-01","10053",厦门图新勘测服务有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,7,台,4199,"13.8%",3620,25337,已发货,已确认,项目销售,销售一部,张伟,"2025-04-21",否,HT-2023-364,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202304-00326,"","2025-04-01",Active
SO0000748,SO-202304-00326,"2025-04-01","10053",厦门图新勘测服务有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,10,台,3799,"7.7%",3506,35065,已发货,已确认,项目销售,销售一部,张伟,"2025-04-27",否,HT-2023-364,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202304-00326,"","2025-04-01",Active
SO0000749,SO-202401-00327,"2025-01-26","10053",厦门图新勘测服务有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,30,台,4199,"14.9%",3573,107201,已发货,已确认,项目销售,销售一部,郑海,"2025-03-21",否,HT-2024-156,厦门图新勘测服务有限公司设备采购项目,厦门图新勘测服务有限公司,QT-202401-00327,"","2025-01-26",Active
SO0000750,SO-202401-00327,"2025-01-26","10053",厦门图新勘测服务有限公司,20,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,8,台,28999,"10.4%",25983,207865,已发货,已确认,项目销售,销售一部,郑海,"2025-02-25",否,HT-2024-156,厦门图新勘测服务有限公司设备采购项目,厦门图新勘测服务有限公司,QT-202401-00327,"","2025-01-26",Active
SO0000751,SO-202401-00327,"2025-01-26","10053",厦门图新勘测服务有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,14,台,3799,"6.6%",3548,49676,已发货,已确认,项目销售,销售一部,郑海,"2025-03-22",否,HT-2024-156,厦门图新勘测服务有限公司设备采购项目,厦门图新勘测服务有限公司,QT-202401-00327,"","2025-01-26",Active
SO0000752,SO-202301-00328,"2025-01-03","10053",厦门图新勘测服务有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,6,台,4199,"11.2%",3729,22372,已取消,已取消,项目销售,销售一部,刘洋,"2025-02-05",否,HT-2023-335,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202301-00328,"","2025-01-03",Active
SO0000753,SO-202301-00328,"2025-01-03","10053",厦门图新勘测服务有限公司,20,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,5,台,28999,"12.2%",25461,127306,已取消,已取消,项目销售,销售一部,刘洋,"2025-02-23",否,HT-2023-335,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202301-00328,"","2025-01-03",Active
SO0000754,SO-202301-00328,"2025-01-03","10053",厦门图新勘测服务有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,15,台,3799,"10.9%",3385,50774,已取消,已取消,项目销售,销售一部,刘洋,"2025-01-30",否,HT-2023-335,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202301-00328,"","2025-01-03",Active
SO0000755,SO-202412-00329,"2025-12-05","10053",厦门图新勘测服务有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,7,台,28999,"8.0%",26679,186754,已发货,已确认,项目销售,销售一部,周杰,"2025-12-08",否,HT-2024-307,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202411-00585,"","2025-12-05",Active
SO0000756,SO-202412-00329,"2025-12-05","10053",厦门图新勘测服务有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,7,台,4199,"10.1%",3775,26424,已发货,已确认,项目销售,销售一部,周杰,"2025-12-08",否,HT-2024-307,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202411-00585,"","2025-12-05",Active
SO0000757,SO-202412-00329,"2025-12-05","10053",厦门图新勘测服务有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,16,台,3799,"11.5%",3362,53794,已发货,已确认,项目销售,销售一部,周杰,"2025-12-08",否,HT-2024-307,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202411-00585,"","2025-12-05",Active
SO0000758,SO-202403-00330,"2025-03-22","10053",厦门图新勘测服务有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,23,台,4199,"11.1%",3733,85857,已发货,已确认,项目销售,销售一部,吴磊,"2025-05-10",否,HT-2024-263,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202403-00556,"","2025-03-22",Active
SO0000759,SO-202403-00330,"2025-03-22","10053",厦门图新勘测服务有限公司,20,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,12,台,28999,"12.9%",25258,303098,已发货,已确认,项目销售,销售一部,吴磊,"2025-05-20",否,HT-2024-263,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202403-00556,"","2025-03-22",Active
SO0000760,SO-202403-00330,"2025-03-22","10053",厦门图新勘测服务有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,18,台,3799,"11.5%",3362,60518,已发货,已确认,项目销售,销售一部,吴磊,"2025-05-19",否,HT-2024-263,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202403-00556,"","2025-03-22",Active
SO0000761,SO-202305-00331,"2025-05-30","10053",厦门图新勘测服务有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,4,台,28999,"9.9%",26128,104512,已发货,已确认,项目销售,销售一部,孙丽,"2025-06-27",否,HT-2023-185,厦门图新勘测服务有限公司设备采购项目,厦门图新勘测服务有限公司,QT-202305-00331,"","2025-05-30",Active
SO0000762,SO-202305-00331,"2025-05-30","10053",厦门图新勘测服务有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,13,台,3799,"12.8%",3313,43065,已发货,已确认,项目销售,销售一部,孙丽,"2025-06-30",否,HT-2023-185,厦门图新勘测服务有限公司设备采购项目,厦门图新勘测服务有限公司,QT-202305-00331,"","2025-05-30",Active
SO0000763,SO-202305-00331,"2025-05-30","10053",厦门图新勘测服务有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,6,台,4199,"5.8%",3955,23733,已发货,已确认,项目销售,销售一部,孙丽,"2025-07-17",否,HT-2023-185,厦门图新勘测服务有限公司设备采购项目,厦门图新勘测服务有限公司,QT-202305-00331,"","2025-05-30",Active
SO0000764,SO-202410-00332,"2025-10-16","10053",厦门图新勘测服务有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,23,台,3799,"11.8%",3351,77067,已发货,已确认,项目销售,销售一部,王强,"2025-12-06",否,HT-2024-386,"2024年咸阳市测绘项目",厦门图新勘测服务有限公司,QT-202410-00535,"","2025-10-16",Active
SO0000765,SO-202410-00332,"2025-10-16","10053",厦门图新勘测服务有限公司,20,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,9,台,28999,"8.4%",26563,239068,已发货,已确认,项目销售,销售一部,王强,"2025-11-02",否,HT-2024-386,"2024年咸阳市测绘项目",厦门图新勘测服务有限公司,QT-202410-00535,"","2025-10-16",Active
SO0000766,SO-202410-00332,"2025-10-16","10053",厦门图新勘测服务有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,15,台,4199,"8.0%",3863,57946,已发货,已确认,项目销售,销售一部,王强,"2025-12-10",否,HT-2024-386,"2024年咸阳市测绘项目",厦门图新勘测服务有限公司,QT-202410-00535,"","2025-10-16",Active
SO0000767,SO-202310-00333,"2025-10-05","10053",厦门图新勘测服务有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,10,台,28999,"11.7%",25606,256061,已发货,已确认,项目销售,销售一部,钱进,"2025-11-30",否,HT-2023-266,厦门图新勘测服务有限公司设备采购项目,厦门图新勘测服务有限公司,QT-202309-00543,"","2025-10-05",Active
SO0000768,SO-202310-00333,"2025-10-05","10053",厦门图新勘测服务有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,8,台,4199,"13.1%",3649,29191,已发货,已确认,项目销售,销售一部,钱进,"2025-11-11",否,HT-2023-266,厦门图新勘测服务有限公司设备采购项目,厦门图新勘测服务有限公司,QT-202309-00543,"","2025-10-05",Active
SO0000769,SO-202310-00333,"2025-10-05","10053",厦门图新勘测服务有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,14,台,3799,"13.4%",3290,46059,已发货,已确认,项目销售,销售一部,钱进,"2025-11-23",否,HT-2023-266,厦门图新勘测服务有限公司设备采购项目,厦门图新勘测服务有限公司,QT-202309-00543,"","2025-10-05",Active
SO0000770,SO-202306-00334,"2025-06-16","10053",厦门图新勘测服务有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,12,台,28999,"9.2%",26331,315973,已发货,已确认,项目销售,销售一部,赵敏,"2025-07-28",否,HT-2023-287,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202306-00411,"","2025-06-16",Active
SO0000771,SO-202306-00334,"2025-06-16","10053",厦门图新勘测服务有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,28,台,3799,"11.0%",3381,94671,已发货,已确认,项目销售,销售一部,赵敏,"2025-07-16",否,HT-2023-287,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202306-00411,"","2025-06-16",Active
SO0000772,SO-202306-00334,"2025-06-16","10053",厦门图新勘测服务有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,13,台,4199,"7.8%",3871,50329,已发货,已确认,项目销售,销售一部,赵敏,"2025-08-08",否,HT-2023-287,咸阳市地理信息应用项目,厦门图新勘测服务有限公司,QT-202306-00411,"","2025-06-16",Active
SO0000773,SO-202303-00335,"2025-03-20","10053",厦门图新勘测服务有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,3,台,3799,"5.3%",3598,10793,已发货,已确认,直销,销售一部,赵敏,"2025-04-18",否,"","",厦门图新勘测服务有限公司,QT-202303-00610,"","2025-03-20",Active
SO0000774,SO-202303-00335,"2025-03-20","10053",厦门图新勘测服务有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,4,台,4199,"10.8%",3746,14982,已发货,已确认,直销,销售一部,赵敏,"2025-04-21",否,"","",厦门图新勘测服务有限公司,QT-202303-00610,"","2025-03-20",Active
SO0000775,SO-202303-00335,"2025-03-20","10053",厦门图新勘测服务有限公司,30,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,9,台,28999,"9.1%",26360,237241,已发货,已确认,直销,销售一部,赵敏,"2025-04-14",否,"","",厦门图新勘测服务有限公司,QT-202303-00610,"","2025-03-20",Active
SO0000776,SO-202312-00336,"2025-12-17","10053",厦门图新勘测服务有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,5,台,28999,"13.7%",25026,125131,已发货,已确认,直销,销售一部,陈静,"2025-12-20",否,"","",厦门图新勘测服务有限公司,QT-202312-00597,"","2025-12-17",Active
SO0000777,SO-202312-00336,"2025-12-17","10053",厦门图新勘测服务有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,3,台,3799,"5.3%",3598,10793,已发货,已确认,直销,销售一部,陈静,"2025-12-20",否,"","",厦门图新勘测服务有限公司,QT-202312-00597,"","2025-12-17",Active
SO0000778,SO-202312-00336,"2025-12-17","10053",厦门图新勘测服务有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,5,台,4199,"7.0%",3905,19525,已发货,已确认,直销,销售一部,陈静,"2025-12-20",否,"","",厦门图新勘测服务有限公司,QT-202312-00597,"","2025-12-17",Active
SO0000779,SO-202308-00337,"2025-08-03","10053",厦门图新勘测服务有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,5,台,28999,"13.0%",25229,126146,已发货,已确认,直销,销售一部,刘洋,"2025-08-29",否,"","",厦门图新勘测服务有限公司,QT-202308-00337,"","2025-08-03",Active
SO0000780,SO-202308-00337,"2025-08-03","10053",厦门图新勘测服务有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,7,台,3799,"11.9%",3347,23428,已发货,已确认,直销,销售一部,刘洋,"2025-08-29",否,"","",厦门图新勘测服务有限公司,QT-202308-00337,"","2025-08-03",Active
SO0000781,SO-202308-00337,"2025-08-03","10053",厦门图新勘测服务有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,6,台,4199,"6.4%",3930,23582,已发货,已确认,直销,销售一部,刘洋,"2025-09-14",否,"","",厦门图新勘测服务有限公司,QT-202308-00337,"","2025-08-03",Active
SO0000782,SO-202304-00338,"2025-04-21","10053",厦门图新勘测服务有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,9,台,4199,"8.2%",3855,34692,已发货,已确认,项目销售,销售一部,李娜,"2025-05-29",否,HT-2023-023,"2023年咸阳市测绘项目",厦门图新勘测服务有限公司,QT-202304-00338,"","2025-04-21",Active
SO0000783,SO-202304-00338,"2025-04-21","10053",厦门图新勘测服务有限公司,20,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,3,台,28999,"10.2%",26041,78123,已发货,已确认,项目销售,销售一部,李娜,"2025-05-28",否,HT-2023-023,"2023年咸阳市测绘项目",厦门图新勘测服务有限公司,QT-202304-00338,"","2025-04-21",Active
SO0000784,SO-202305-00339,"2025-05-07","10054",南京地景勘测技术有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,5,台,3799,"0.0%",3799,18995,已发货,已确认,直销,销售一部,贾斌,"2025-07-04",否,"","",南京地景勘测技术有限公司,QT-202305-00339,"","2025-05-07",Active
SO0000785,SO-202408-00340,"2025-08-16","10055",郑州经纬空间信息有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,26,台,4199,"11.2%",3729,96946,已发货,已确认,项目销售,销售一部,钱进,"2025-09-29",否,HT-2024-259,厦门市勘测设计应用项目,郑州经纬空间信息有限公司,QT-202408-00522,"","2025-08-16",Active
SO0000786,SO-202408-00340,"2025-08-16","10055",郑州经纬空间信息有限公司,20,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,14,台,28999,"12.6%",25345,354832,已发货,已确认,项目销售,销售一部,钱进,"2025-09-06",否,HT-2024-259,厦门市勘测设计应用项目,郑州经纬空间信息有限公司,QT-202408-00522,"","2025-08-16",Active
SO0000787,SO-202408-00340,"2025-08-16","10055",郑州经纬空间信息有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,17,台,3799,"13.7%",3279,55735,已发货,已确认,项目销售,销售一部,钱进,"2025-09-08",否,HT-2024-259,厦门市勘测设计应用项目,郑州经纬空间信息有限公司,QT-202408-00522,"","2025-08-16",Active
SO0000788,SO-202301-00341,"2025-01-15","10055",郑州经纬空间信息有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,24,台,3799,"11.1%",3377,81055,已发货,已确认,项目销售,销售一部,曹磊,"2025-02-03",否,HT-2023-276,"2023年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202301-00587,"","2025-01-15",Active
SO0000789,SO-202301-00341,"2025-01-15","10055",郑州经纬空间信息有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,16,台,4199,"10.1%",3775,60398,已发货,已确认,项目销售,销售一部,曹磊,"2025-03-08",否,HT-2023-276,"2023年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202301-00587,"","2025-01-15",Active
SO0000790,SO-202301-00341,"2025-01-15","10055",郑州经纬空间信息有限公司,30,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,3,台,28999,"12.8%",25287,75861,已发货,已确认,项目销售,销售一部,曹磊,"2025-03-09",否,HT-2023-276,"2023年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202301-00587,"","2025-01-15",Active
SO0000791,SO-202412-00342,"2025-12-25","10055",郑州经纬空间信息有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,8,台,28999,"10.0%",26099,208793,已发货,已确认,项目销售,销售一部,姚强,"2025-12-28",否,HT-2024-093,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202412-00342,"","2025-12-25",Active
SO0000792,SO-202412-00342,"2025-12-25","10055",郑州经纬空间信息有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,24,台,3799,"9.0%",3457,82970,已发货,已确认,项目销售,销售一部,姚强,"2025-12-28",否,HT-2024-093,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202412-00342,"","2025-12-25",Active
SO0000793,SO-202412-00342,"2025-12-25","10055",郑州经纬空间信息有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,7,台,4199,"8.5%",3842,26895,已发货,已确认,项目销售,销售一部,姚强,"2025-12-28",否,HT-2024-093,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202412-00342,"","2025-12-25",Active
SO0000794,SO-202308-00343,"2025-08-22","10055",郑州经纬空间信息有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,7,台,28999,"10.6%",25925,181476,已取消,已取消,项目销售,销售一部,蒋敏,"2025-09-27",否,HT-2023-070,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202308-00340,"","2025-08-22",Active
SO0000795,SO-202308-00343,"2025-08-22","10055",郑州经纬空间信息有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,17,台,4199,"8.5%",3842,65316,已取消,已取消,项目销售,销售一部,蒋敏,"2025-10-03",否,HT-2023-070,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202308-00340,"","2025-08-22",Active
SO0000796,SO-202308-00343,"2025-08-22","10055",郑州经纬空间信息有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,9,台,3799,"12.2%",3336,30020,已取消,已取消,项目销售,销售一部,蒋敏,"2025-09-30",否,HT-2023-070,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202308-00340,"","2025-08-22",Active
SO0000797,SO-202302-00344,"2025-02-11","10055",郑州经纬空间信息有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,5,台,28999,"13.4%",25113,125566,已发货,已确认,项目销售,销售一部,王强,"2025-04-10",否,HT-2023-160,厦门市勘测设计应用项目,郑州经纬空间信息有限公司,QT-202302-00392,"","2025-02-11",Active
SO0000798,SO-202302-00344,"2025-02-11","10055",郑州经纬空间信息有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,21,台,3799,"6.7%",3544,74434,已发货,已确认,项目销售,销售一部,王强,"2025-03-27",否,HT-2023-160,厦门市勘测设计应用项目,郑州经纬空间信息有限公司,QT-202302-00392,"","2025-02-11",Active
SO0000799,SO-202302-00344,"2025-02-11","10055",郑州经纬空间信息有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,30,台,4199,"14.2%",3603,108082,已发货,已确认,项目销售,销售一部,王强,"2025-04-10",否,HT-2023-160,厦门市勘测设计应用项目,郑州经纬空间信息有限公司,QT-202302-00392,"","2025-02-11",Active
SO0000800,SO-202310-00345,"2025-10-25","10055",郑州经纬空间信息有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,30,台,4199,"6.9%",3909,117278,已发货,已确认,项目销售,销售一部,蒋敏,"2025-11-19",否,HT-2023-348,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202310-00563,"","2025-10-25",Active
SO0000801,SO-202310-00345,"2025-10-25","10055",郑州经纬空间信息有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,15,台,3799,"13.7%",3279,49178,已发货,已确认,项目销售,销售一部,蒋敏,"2025-12-11",否,HT-2023-348,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202310-00563,"","2025-10-25",Active
SO0000802,SO-202405-00346,"2025-05-18","10055",郑州经纬空间信息有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,20,台,4199,"8.5%",3842,76842,已发货,已确认,项目销售,销售一部,赵敏,"2025-07-14",否,HT-2024-203,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202405-00346,"","2025-05-18",Active
SO0000803,SO-202405-00346,"2025-05-18","10055",郑州经纬空间信息有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,17,台,3799,"10.8%",3389,57608,已发货,已确认,项目销售,销售一部,赵敏,"2025-06-05",否,HT-2024-203,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202405-00346,"","2025-05-18",Active
SO0000804,SO-202405-00346,"2025-05-18","10055",郑州经纬空间信息有限公司,30,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,7,台,28999,"10.8%",25867,181070,已发货,已确认,项目销售,销售一部,赵敏,"2025-07-12",否,HT-2024-203,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202405-00346,"","2025-05-18",Active
SO0000805,SO-202307-00347,"2025-07-23","10055",郑州经纬空间信息有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,21,台,4199,"11.3%",3725,78215,已发货,已确认,项目销售,销售一部,孙丽,"2025-09-06",否,HT-2023-218,厦门市勘测设计应用项目,郑州经纬空间信息有限公司,QT-202307-00511,"","2025-07-23",Active
SO0000806,SO-202307-00347,"2025-07-23","10055",郑州经纬空间信息有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,27,台,3799,"11.6%",3358,90675,已发货,已确认,项目销售,销售一部,孙丽,"2025-09-10",否,HT-2023-218,厦门市勘测设计应用项目,郑州经纬空间信息有限公司,QT-202307-00511,"","2025-07-23",Active
SO0000807,SO-202408-00348,"2025-08-30","10055",郑州经纬空间信息有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,11,台,28999,"7.4%",26853,295384,已发货,已确认,项目销售,销售一部,吴磊,"2025-10-27",否,HT-2024-487,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202408-00348,"","2025-08-30",Active
SO0000808,SO-202408-00348,"2025-08-30","10055",郑州经纬空间信息有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,7,台,4199,"13.5%",3632,25425,已发货,已确认,项目销售,销售一部,吴磊,"2025-10-05",否,HT-2024-487,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202408-00348,"","2025-08-30",Active
SO0000809,SO-202408-00348,"2025-08-30","10055",郑州经纬空间信息有限公司,30,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,27,台,3799,"9.1%",3453,93239,已发货,已确认,项目销售,销售一部,吴磊,"2025-09-26",否,HT-2024-487,郑州经纬空间信息有限公司设备采购项目,郑州经纬空间信息有限公司,QT-202408-00348,"","2025-08-30",Active
SO0000810,SO-202404-00349,"2025-04-10","10055",郑州经纬空间信息有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,14,台,3799,"14.6%",3244,45421,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-26",否,HT-2024-016,"2024年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202403-00571,"","2025-04-10",Active
SO0000811,SO-202404-00349,"2025-04-10","10055",郑州经纬空间信息有限公司,20,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,10,台,28999,"11.3%",25722,257221,已发货,已确认,项目销售,销售一部,赵敏,"2025-06-02",否,HT-2024-016,"2024年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202403-00571,"","2025-04-10",Active
SO0000812,SO-202404-00349,"2025-04-10","10055",郑州经纬空间信息有限公司,30,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,26,台,4199,"11.3%",3725,96837,已发货,已确认,项目销售,销售一部,赵敏,"2025-05-22",否,HT-2024-016,"2024年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202403-00571,"","2025-04-10",Active
SO0000813,SO-202301-00350,"2025-01-28","10055",郑州经纬空间信息有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,22,台,4199,"12.3%",3683,81015,已发货,已确认,项目销售,销售一部,陈静,"2025-03-02",否,HT-2023-050,"2023年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202301-00350,"","2025-01-28",Active
SO0000814,SO-202301-00350,"2025-01-28","10055",郑州经纬空间信息有限公司,20,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,16,台,3799,"10.8%",3389,54219,已发货,已确认,项目销售,销售一部,陈静,"2025-03-12",否,HT-2023-050,"2023年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202301-00350,"","2025-01-28",Active
SO0000815,SO-202301-00350,"2025-01-28","10055",郑州经纬空间信息有限公司,30,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,8,台,28999,"12.0%",25519,204153,已发货,已确认,项目销售,销售一部,陈静,"2025-02-14",否,HT-2023-050,"2023年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202301-00350,"","2025-01-28",Active
SO0000816,SO-202411-00351,"2025-11-08","10055",郑州经纬空间信息有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,22,台,3799,"7.6%",3510,77226,已发货,已确认,项目销售,销售一部,姚强,"2025-12-08",否,HT-2024-280,"2024年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202410-00540,"","2025-11-08",Active
SO0000817,SO-202411-00351,"2025-11-08","10055",郑州经纬空间信息有限公司,20,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,5,台,28999,"14.2%",24881,124406,已发货,已确认,项目销售,销售一部,姚强,"2025-11-29",否,HT-2024-280,"2024年厦门市测绘项目",郑州经纬空间信息有限公司,QT-202410-00540,"","2025-11-08",Active
SO0000818,SO-202401-00352,"2025-01-28","10056",成都测控地理信息工程有限公司,10,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,2,台,4199,"0.0%",4199,8398,已发货,已确认,直销,销售一部,韩雪,"2025-03-23",否,"","",成都测控地理信息工程有限公司,QT-202401-00352,"","2025-01-28",Active
SO0000819,SO-202411-00353,"2025-11-06","10056",成都测控地理信息工程有限公司,10,P0003,UAV-XF-PRO-A,UAV-XF-PRO-A,19,台,3799,"4.5%",3628,68933,已发货,已确认,项目销售,销售一部,郑海,"2025-12-06",否,HT-2024-160,北京市测绘服务应用项目,成都测控地理信息工程有限公司,QT-202410-00541,"","2025-11-06",Active
SO0000820,SO-202411-00353,"2025-11-06","10056",成都测控地理信息工程有限公司,20,P0004,UAV-XF-PRO-B,UAV-XF-PRO-B,28,台,4199,"3.4%",4056,113574,已发货,已确认,项目销售,销售一部,郑海,"2025-12-27",否,HT-2024-160,北京市测绘服务应用项目,成都测控地理信息工程有限公司,QT-202410-00541,"","2025-11-06",Active
SO0000821,SO-202411-00353,"2025-11-06","10056",成都测控地理信息工程有限公司,30,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,10,台,28999,"9.7%",26186,261861,已发货,已确认,项目销售,销售一部,郑海,"2025-12-11",否,HT-2024-160,北京市测绘服务应用项目,成都测控地理信息工程有限公司,QT-202410-00541,"","2025-11-06",Active
SO0000822,SO-202408-00354,"2025-08-05","10056",成都测控地理信息工程有限公司,10,P0007,UAV-JF-ENT-SV,UAV-JF-ENT-SV,9,台,28999,"0.0%",28999,260991,已发货,已确认,项目销售,销售一部,姚强,"2025-09-21",否,HT-2024-241,成都测控地理信息工程有限公司设备采购项目,成都测控地理信息工程有限公司,QT-202408-00354,"","2025-08-05",Active
