"procurement_id","procurement_number","procurement_date","supplier_id","supplier_code","supplier_name","material_id","material_code","material_name","warehouse_id","warehouse_name","quantity","unit_price","total_amount","currency","tax_rate","payment_terms","logistics_provider","tracking_number","ship_date","estimated_delivery_date","actual_delivery_date","inspection_status","notes","created_date","status","po_number","delivery_batch","total_batches"
PR0000148,GR-202604-0156,"2026-04-03",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,东莞天翼电子材料仓库,639,3568.35,2280175.65,CNY,0.13,月结45天,韵达快递,LOG20230103467705,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-01-02",Active,PO-202604-0114,"",""
PR0000149,GR-202604-0092,"2026-04-03",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,东莞天翼电子材料仓库,1632,3510.59,5729282.88,CNY,0.13,月结45天,德邦物流,LOG20230120189313,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-01-18",Active,PO-202604-0114,"",""
PR0000150,GR-202604-0349,"2026-04-02",SUP-027,SUP-027,深圳铝合金精密加工厂,M0050,COMP-MOTOR-MOUNT-AL,铝合金电机座,WH004,惠州天翼机电半成品仓库,1674,2027.75,3394453.5,CNY,0.13,月结30天,中铁快运,LOG20230406515534,"2026-04-09","2026-04-12","2026-04-14",待验收,需加急处理,"2025-04-05",Active,PO-202604-0151,"",""
PR0000151,GR-202604-0263,"2026-04-02",SUP-027,SUP-027,深圳铝合金精密加工厂,M0050,COMP-MOTOR-MOUNT-AL,铝合金电机座,WH004,惠州天翼机电半成品仓库,2082,1986.22,4135310.04,CNY,0.13,月结30天,京东物流,LOG20230322921138,"2026-04-09","2026-04-12","2026-04-14",待验收,提前交付,"2025-03-21",Active,PO-202604-0151,"",""
PR0000152,GR-202604-0061,"2026-04-02",SUP-026,SUP-026,中航复合材料有限公司,M0051,COMP-LG-CF,碳纤维起落架,WH002,东莞天翼电子材料仓库,1217,535.82,652092.94,USD,0.13,信用证,圆通速递,LOG20221222256483,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-12-21",Active,PO-202604-0098,"",""
PR0000153,GR-202604-0014,"2026-04-02",SUP-026,SUP-026,中航复合材料有限公司,M0051,COMP-LG-CF,碳纤维起落架,WH002,东莞天翼电子材料仓库,771,556.79,429285.09,USD,0.13,信用证,圆通速递,LOG20221227411501,"2026-04-09","2026-04-12","2026-04-14",已验收,提前交付,"2025-12-25",Active,PO-202604-0098,"",""
PR0000154,GR-202604-0085,"2026-04-02",SUP-026,SUP-026,中航复合材料有限公司,M0051,COMP-LG-CF,碳纤维起落架,WH002,东莞天翼电子材料仓库,1124,522.79,587615.96,USD,0.13,信用证,顺丰速运,LOG20221222877898,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-12-20",Active,PO-202604-0098,"",""
PR0000155,GR-202604-0234,"2026-04-02",SUP-040,SUP-040,深圳标准紧固件公司,M0052,PART-SCREW-M3-12,M3x12螺钉,WH002,东莞天翼电子材料仓库,1204,2295.33,2763577.32,CNY,0.13,月结45天,京东物流,LOG20230204376353,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-02-02",Active,PO-202604-0117,"",""
PR0000156,GR-202604-0177,"2026-04-02",SUP-040,SUP-040,深圳标准紧固件公司,M0052,PART-SCREW-M3-12,M3x12螺钉,WH002,东莞天翼电子材料仓库,751,2389.5,1794514.5,CNY,0.13,月结45天,京东物流,LOG20230124964574,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-01-22",Active,PO-202604-0117,"",""
PR0000157,GR-202604-0105,"2026-04-02",SUP-040,SUP-040,深圳标准紧固件公司,M0052,PART-SCREW-M3-12,M3x12螺钉,WH002,东莞天翼电子材料仓库,847,2249.25,1905114.75,CNY,0.13,月结45天,申通快递,LOG20230127466442,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-01-25",Active,PO-202604-0117,"",""
PR0000158,GR-202604-0252,"2026-04-03",SUP-041,SUP-041,东莞减震件制造厂,M0053,PART-DAMPER-MED,中等硬度减震球,WH002,东莞天翼电子材料仓库,848,2130.41,1806587.68,CNY,0.13,月结60天,中铁快运,LOG20230220624087,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-02-19",Active,PO-202604-0148,"",""
PR0000159,GR-202604-0342,"2026-04-03",SUP-041,SUP-041,东莞减震件制造厂,M0053,PART-DAMPER-MED,中等硬度减震球,WH002,东莞天翼电子材料仓库,999,2120.06,2117939.94,CNY,0.13,月结60天,中通快递,LOG20230307550868,"2026-04-10","2026-04-13","2026-04-15",验收中,"","2025-03-06",Active,PO-202604-0148,"",""
PR0000160,GR-202604-0241,"2026-04-03",SUP-041,SUP-041,东莞减震件制造厂,M0053,PART-DAMPER-MED,中等硬度减震球,WH002,东莞天翼电子材料仓库,634,2375.3,1505940.2,CNY,0.13,月结60天,韵达快递,LOG20230227170464,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-02-24",Active,PO-202604-0148,"",""
PR0000161,GR-202604-0251,"2026-04-03",SUP-041,SUP-041,东莞减震件制造厂,M0053,PART-DAMPER-MED,中等硬度减震球,WH002,东莞天翼电子材料仓库,804,2165.46,1741029.84,CNY,0.13,月结60天,申通快递,LOG20230226340308,"2026-04-10","2026-04-13","2026-04-15",验收中,需加急处理,"2025-02-23",Active,PO-202604-0148,"",""
PR0000162,GR-202604-0272,"2026-04-03",SUP-026,SUP-026,中航复合材料有限公司,M0054,COMP-FRAME-CF-IND,工业级碳纤维框架,WH002,东莞天翼电子材料仓库,855,2417.25,2066748.75,CNY,0.13,月结30天,德邦物流,LOG20230324850368,"2026-04-10","2026-04-13","2026-04-15",已验收,历史到货-原采购订单PO-202604-0066超量，已解除采购订单关联,"2025-03-21",Active,"","",""
PR0000163,GR-202604-0308,"2026-04-03",SUP-026,SUP-026,中航复合材料有限公司,M0054,COMP-FRAME-CF-IND,工业级碳纤维框架,WH002,东莞天翼电子材料仓库,1911,2410.15,4605796.65,CNY,0.13,月结30天,安能物流,LOG20230325488872,"2026-04-10","2026-04-13","2026-04-15",已验收,历史到货-原采购订单PO-202604-0066超量，已解除采购订单关联,"2025-03-24",Active,"","",""
PR0000164,GR-202604-0358,"2026-04-03",SUP-026,SUP-026,中航复合材料有限公司,M0054,COMP-FRAME-CF-IND,工业级碳纤维框架,WH002,东莞天翼电子材料仓库,1470,2382.84,3502774.8,CNY,0.13,月结30天,京东物流,LOG20230403738539,"2026-04-10","2026-04-13","2026-04-15",已验收,历史到货-原采购订单PO-202604-0066超量，已解除采购订单关联,"2025-04-01",Active,"","",""
PR0000165,GR-202604-0133,"2026-04-04",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0055,COMP-ARM-CF-TUBE-HD,加强型碳纤维机臂,WH002,东莞天翼电子材料仓库,1120,541.75,606760.0,CNY,0.13,月结30天,德邦物流,LOG20230202175905,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-01-31",Active,PO-202604-0067,"",""
PR0000166,GR-202604-0102,"2026-04-04",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0055,COMP-ARM-CF-TUBE-HD,加强型碳纤维机臂,WH002,东莞天翼电子材料仓库,1643,537.06,882389.58,CNY,0.13,月结30天,百世快递,LOG20230126527142,"2026-04-11","2026-04-14","2026-04-16",验收中,历史到货-原采购订单PO-202604-0067超量，已解除采购订单关联,"2025-01-25",Active,"","",""
PR0000167,GR-202604-0171,"2026-04-04",SUP-025,SUP-025,东莞碳纤维复合材料厂,M0055,COMP-ARM-CF-TUBE-HD,加强型碳纤维机臂,WH002,东莞天翼电子材料仓库,1445,499.55,721849.75,CNY,0.13,月结30天,顺丰速运,LOG20230119935678,"2026-04-11","2026-04-14","2026-04-16",已验收,质量合格;历史到货-原采购订单PO-202604-0067超量，已解除采购订单关联,"2025-01-17",Active,"","",""
PR0000168,GR-202604-0120,"2026-04-04",SUP-027,SUP-027,深圳铝合金精密加工厂,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,惠州天翼机电半成品仓库,1196,4168.09,4985035.64,CNY,0.13,月结30天,京东物流,LOG20230127401372,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-01-26",Active,PO-202604-0068,"",""
PR0000169,GR-202604-0228,"2026-04-04",SUP-027,SUP-027,深圳铝合金精密加工厂,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,惠州天翼机电半成品仓库,1299,4514.97,5864946.03,CNY,0.13,月结30天,顺丰速运,LOG20230206178182,"2026-04-11","2026-04-14","2026-04-16",验收中,按时交付;历史到货-原采购订单PO-202604-0068超量，已解除采购订单关联,"2025-02-04",Active,"","",""
PR0000170,GR-202604-0190,"2026-04-04",SUP-027,SUP-027,深圳铝合金精密加工厂,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,惠州天翼机电半成品仓库,868,3991.19,3464352.92,CNY,0.13,月结30天,安能物流,LOG20230204856516,"2026-04-11","2026-04-14","2026-04-16",已验收,提前交付;历史到货-原采购订单PO-202604-0068超量，已解除采购订单关联,"2025-02-01",Active,"","",""
PR0000171,GR-202604-0159,"2026-04-04",SUP-027,SUP-027,深圳铝合金精密加工厂,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,惠州天翼机电半成品仓库,406,4462.41,1811738.46,CNY,0.13,月结30天,韵达快递,LOG20230119219286,"2026-04-11","2026-04-14","2026-04-16",已验收,历史到货-原采购订单PO-202604-0068超量，已解除采购订单关联,"2025-01-17",Active,"","",""
PR0000172,GR-202604-0027,"2026-04-02",SUP-026,SUP-026,中航复合材料有限公司,M0057,COMP-LG-AL-IND,工业铝合金起落架,WH002,东莞天翼电子材料仓库,913,4421.18,4036537.34,USD,0.13,月结45天,安能物流,LOG20221223936441,"2026-04-09","2026-04-12","2026-04-14",已验收,历史到货-原采购订单PO-202604-0069超量，已解除采购订单关联,"2025-12-21",Active,"","",""
PR0000173,GR-202604-0100,"2026-04-02",SUP-026,SUP-026,中航复合材料有限公司,M0057,COMP-LG-AL-IND,工业铝合金起落架,WH002,东莞天翼电子材料仓库,1399,4341.75,6074108.25,USD,0.13,月结45天,韵达快递,LOG20230103132554,"2026-04-09","2026-04-12","2026-04-14",已验收,历史到货-原采购订单PO-202604-0069超量，已解除采购订单关联,"2025-01-01",Active,"","",""
PR0000174,GR-202604-0084,"2026-04-02",SUP-026,SUP-026,中航复合材料有限公司,M0057,COMP-LG-AL-IND,工业铝合金起落架,WH002,东莞天翼电子材料仓库,1399,4293.58,6006718.42,USD,0.13,月结45天,京东物流,LOG20221221199228,"2026-04-09","2026-04-12","2026-04-14",已验收,历史到货-原采购订单PO-202604-0069超量，已解除采购订单关联,"2025-12-20",Active,"","",""
PR0000175,GR-202604-0152,"2026-04-02",SUP-026,SUP-026,中航复合材料有限公司,M0057,COMP-LG-AL-IND,工业铝合金起落架,WH002,东莞天翼电子材料仓库,723,3821.78,2763146.94,USD,0.13,月结45天,中铁快运,LOG20230106497597,"2026-04-09","2026-04-12","2026-04-14",验收中,历史到货-原采购订单PO-202604-0069超量，已解除采购订单关联,"2025-01-03",Active,"","",""
PR0000176,GR-202604-0160,"2026-04-04",SUP-040,SUP-040,深圳标准紧固件公司,M0058,PART-SCREW-M4-16,M4x16螺钉,WH002,东莞天翼电子材料仓库,878,2378.37,2088208.86,USD,0.13,信用证,顺丰速运,LOG20230130776663,"2026-04-11","2026-04-14","2026-04-16",验收中,需加急处理,"2025-01-28",Active,PO-202604-0070,"",""
PR0000177,GR-202604-0199,"2026-04-04",SUP-040,SUP-040,深圳标准紧固件公司,M0058,PART-SCREW-M4-16,M4x16螺钉,WH002,东莞天翼电子材料仓库,859,2531.38,2174455.42,USD,0.13,信用证,圆通速递,LOG20230213927782,"2026-04-11","2026-04-14","2026-04-16",验收中,提前交付,"2025-02-11",Active,PO-202604-0070,"",""
PR0000178,GR-202604-0090,"2026-04-04",SUP-040,SUP-040,深圳标准紧固件公司,M0058,PART-SCREW-M4-16,M4x16螺钉,WH002,东莞天翼电子材料仓库,1012,2441.4,2470696.8,USD,0.13,信用证,顺丰速运,LOG20230125963619,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-01-24",Active,PO-202604-0070,"",""
PR0000179,GR-202605-0014,"2026-05-02",SUP-041,SUP-041,东莞减震件制造厂,M0059,PART-DAMPER-HARD,硬质减震球,WH002,东莞天翼电子材料仓库,2055,889.28,1827470.4,CNY,0.13,月结30天,申通快递,LOG20230402550707,"2026-05-09","2026-05-12","2026-05-14",已验收,历史到货-原采购订单PO-202605-0101超量，已解除采购订单关联,"2025-04-01",Active,"","",""
PR0000180,GR-202605-0013,"2026-05-02",SUP-041,SUP-041,东莞减震件制造厂,M0059,PART-DAMPER-HARD,硬质减震球,WH002,东莞天翼电子材料仓库,2160,802.68,1733788.8,CNY,0.13,月结30天,中通快递,LOG20230319290555,"2026-05-09","2026-05-12","2026-05-14",验收中,按时交付,"2025-03-18",Active,PO-202605-0101,"",""
PR0000181,GR-202604-0206,"2026-04-02",SUP-009,SUP-009,深圳华强PCB制造厂,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,东莞天翼电子材料仓库,829,1355.81,1123966.49,USD,0.13,月结45天,顺丰速运,LOG20230207919966,"2026-04-09","2026-04-12","2026-04-14",验收中,"","2025-02-05",Active,PO-202604-0137,"",""
PR0000182,GR-202604-0201,"2026-04-02",SUP-009,SUP-009,深圳华强PCB制造厂,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,东莞天翼电子材料仓库,664,1441.1,956890.4,USD,0.13,月结45天,顺丰速运,LOG20230212725184,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-02-10",Active,PO-202604-0137,"",""
PR0000183,GR-202604-0230,"2026-04-02",SUP-009,SUP-009,深圳华强PCB制造厂,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,东莞天翼电子材料仓库,376,1296.82,487604.32,USD,0.13,月结45天,中通快递,LOG20230212834947,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-02-10",Active,PO-202604-0137,"",""
PR0000184,GR-202604-0204,"2026-04-02",SUP-009,SUP-009,深圳华强PCB制造厂,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,东莞天翼电子材料仓库,535,1285.96,687988.6,USD,0.13,月结45天,安能物流,LOG20230206952417,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-02-04",Active,PO-202604-0137,"",""
PR0000185,GR-202604-0250,"2026-04-04",SUP-004,SUP-004,博世传感器技术有限公司,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,东莞天翼电子材料仓库,848,1426.18,1209400.64,CNY,0.13,月结30天,顺丰速运,LOG20230204387926,"2026-04-11","2026-04-14","2026-04-16",待验收,"","2025-02-02",Active,PO-202604-0113,"",""
PR0000186,GR-202604-0091,"2026-04-04",SUP-004,SUP-004,博世传感器技术有限公司,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,东莞天翼电子材料仓库,692,1418.51,981608.92,CNY,0.13,月结30天,圆通速递,LOG20230131768532,"2026-04-11","2026-04-14","2026-04-16",验收中,"","2025-01-30",Active,PO-202604-0113,"",""
PR0000187,GR-202604-0245,"2026-04-04",SUP-004,SUP-004,博世传感器技术有限公司,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,东莞天翼电子材料仓库,1230,1522.57,1872761.1,CNY,0.13,月结30天,安能物流,LOG20230209596628,"2026-04-11","2026-04-14","2026-04-16",验收中,"","2025-02-07",Active,PO-202604-0113,"",""
PR0000188,GR-202604-0203,"2026-04-04",SUP-004,SUP-004,博世传感器技术有限公司,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,东莞天翼电子材料仓库,1276,1417.45,1808666.2,CNY,0.13,月结30天,申通快递,LOG20230206814882,"2026-04-11","2026-04-14","2026-04-16",验收中,"","2025-02-03",Active,PO-202604-0113,"",""
PR0000189,GR-202604-0017,"2026-04-03",SUP-006,SUP-006,楼氏电子（Knowles）,M0062,PART-BARO-MS5611,MS5611气压计,WH002,东莞天翼电子材料仓库,1126,4659.42,5246506.92,USD,0.13,月结45天,德邦物流,LOG20230102120931,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-12-31",Active,PO-202604-0097,"",""
PR0000190,GR-202604-0124,"2026-04-03",SUP-006,SUP-006,楼氏电子（Knowles）,M0062,PART-BARO-MS5611,MS5611气压计,WH002,东莞天翼电子材料仓库,813,5118.41,4161267.33,USD,0.13,月结45天,安能物流,LOG20230106790146,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-01-05",Active,PO-202604-0097,"",""
PR0000191,GR-202604-0012,"2026-04-03",SUP-006,SUP-006,楼氏电子（Knowles）,M0062,PART-BARO-MS5611,MS5611气压计,WH002,东莞天翼电子材料仓库,809,5073.14,4104170.26,USD,0.13,月结45天,圆通速递,LOG20230102896500,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-12-31",Active,PO-202604-0097,"",""
PR0000192,GR-202604-0149,"2026-04-03",SUP-006,SUP-006,楼氏电子（Knowles）,M0062,PART-BARO-MS5611,MS5611气压计,WH002,东莞天翼电子材料仓库,1114,4650.87,5181069.18,USD,0.13,月结45天,百世快递,LOG20230105760743,"2026-04-10","2026-04-13","2026-04-15",已验收,"","2025-01-03",Active,PO-202604-0097,"",""
PR0000193,GR-202604-0004,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0063,PART-GNSS-UBLOX-M8N,uBlox M8N GPS模块,WH002,东莞天翼电子材料仓库,1788,2628.98,4700616.24,USD,0.13,信用证,百世快递,LOG20230103788960,"2026-04-09","2026-04-12","2026-04-14",验收中,"","2025-12-31",Active,PO-202604-0095,"",""
PR0000194,GR-202604-0138,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0063,PART-GNSS-UBLOX-M8N,uBlox M8N GPS模块,WH002,东莞天翼电子材料仓库,1779,2230.8,3968593.2,USD,0.13,信用证,京东物流,LOG20230106190560,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-01-03",Active,PO-202604-0095,"",""
PR0000195,GR-202604-0280,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,WH002,东莞天翼电子材料仓库,494,5055.86,2497594.84,USD,0.13,信用证,顺丰速运,LOG20230319306123,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-03-17",Active,PO-202604-0149,"",""
PR0000196,GR-202604-0301,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,WH002,东莞天翼电子材料仓库,604,4983.26,3009889.04,USD,0.13,信用证,京东物流,LOG20230311711808,"2026-04-09","2026-04-12","2026-04-14",已验收,提前交付,"2025-03-10",Active,PO-202604-0149,"",""
PR0000197,GR-202604-0260,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,WH002,东莞天翼电子材料仓库,524,4892.32,2563575.68,USD,0.13,信用证,中通快递,LOG20230301985667,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-02-26",Active,PO-202604-0149,"",""
PR0000198,GR-202604-0322,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,WH002,东莞天翼电子材料仓库,1176,4842.97,5695332.72,USD,0.13,信用证,顺丰速运,LOG20230314275056,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-03-12",Active,PO-202604-0149,"",""
PR0000199,GR-202604-0144,"2026-04-02",SUP-027,SUP-027,深圳铝合金精密加工厂,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,WH002,东莞天翼电子材料仓库,826,295.61,244173.86,USD,0.13,月结90天,圆通速递,LOG20230123162747,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-01-20",Active,PO-202604-0124,"",""
PR0000200,GR-202604-0220,"2026-04-02",SUP-027,SUP-027,深圳铝合金精密加工厂,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,WH002,东莞天翼电子材料仓库,1601,331.68,531019.68,USD,0.13,月结90天,圆通速递,LOG20230206564601,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-02-04",Active,PO-202604-0124,"",""
PR0000201,GR-202604-0118,"2026-04-02",SUP-027,SUP-027,深圳铝合金精密加工厂,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,WH002,东莞天翼电子材料仓库,1189,298.58,355011.62,USD,0.13,月结90天,德邦物流,LOG20230118121631,"2026-04-09","2026-04-12","2026-04-14",验收中,"","2025-01-17",Active,PO-202604-0124,"",""
PR0000202,GR-202604-0282,"2026-04-04",SUP-009,SUP-009,深圳华强PCB制造厂,M0066,COMP-FC-PCB-A1,高级飞控主板,WH002,东莞天翼电子材料仓库,1343,3009.14,4041275.02,CNY,0.13,月结30天,申通快递,LOG20230325869995,"2026-04-11","2026-04-14","2026-04-16",验收中,"","2025-03-24",Active,PO-202604-0158,"",""
PR0000203,GR-202604-0321,"2026-04-04",SUP-009,SUP-009,深圳华强PCB制造厂,M0066,COMP-FC-PCB-A1,高级飞控主板,WH002,东莞天翼电子材料仓库,831,2691.79,2236877.49,CNY,0.13,月结30天,韵达快递,LOG20230331940061,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-03-30",Active,PO-202604-0158,"",""
PR0000204,GR-202604-0351,"2026-04-04",SUP-009,SUP-009,深圳华强PCB制造厂,M0066,COMP-FC-PCB-A1,高级飞控主板,WH002,东莞天翼电子材料仓库,884,3039.12,2686582.08,CNY,0.13,月结30天,顺丰速运,LOG20230410465495,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-04-07",Active,PO-202604-0158,"",""
PR0000205,GR-202604-0064,"2026-04-04",SUP-005,SUP-005,深圳矽递科技有限公司,M0067,PART-IMU-ICM20689,ICM20689高精度IMU,WH002,东莞天翼电子材料仓库,1338,2440.55,3265455.9,CNY,0.13,月结30天,申通快递,LOG20221218960707,"2026-04-11","2026-04-14","2026-04-16",已验收,质量合格,"2025-12-15",Active,PO-202604-0104,"",""
PR0000206,GR-202604-0059,"2026-04-04",SUP-005,SUP-005,深圳矽递科技有限公司,M0067,PART-IMU-ICM20689,ICM20689高精度IMU,WH002,东莞天翼电子材料仓库,866,2878.84,2493075.44,CNY,0.13,月结30天,圆通速递,LOG20221208129482,"2026-04-11","2026-04-14","2026-04-16",已验收,提前交付,"2025-12-07",Active,PO-202604-0104,"",""
PR0000207,GR-202604-0028,"2026-04-04",SUP-005,SUP-005,深圳矽递科技有限公司,M0067,PART-IMU-ICM20689,ICM20689高精度IMU,WH002,东莞天翼电子材料仓库,1251,2918.46,3650993.46,CNY,0.13,月结30天,中通快递,LOG20221219281865,"2026-04-11","2026-04-14","2026-04-16",待验收,"","2025-12-18",Active,PO-202604-0104,"",""
PR0000208,GR-202604-0112,"2026-04-02",SUP-006,SUP-006,楼氏电子（Knowles）,M0068,PART-BARO-DPS310,DPS310高精度气压计,WH002,东莞天翼电子材料仓库,965,450.48,434713.2,USD,0.13,月结60天,德邦物流,LOG20230128869176,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-01-26",Active,PO-202604-0120,"",""
PR0000209,GR-202604-0209,"2026-04-02",SUP-006,SUP-006,楼氏电子（Knowles）,M0068,PART-BARO-DPS310,DPS310高精度气压计,WH002,东莞天翼电子材料仓库,1554,388.22,603293.88,USD,0.13,月结60天,顺丰速运,LOG20230210442501,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-02-07",Active,PO-202604-0120,"",""
PR0000210,GR-202604-0183,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,WH002,东莞天翼电子材料仓库,856,344.78,295131.68,USD,0.13,信用证,京东物流,LOG20230115703599,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-01-14",Active,PO-202604-0125,"",""
PR0000211,GR-202604-0119,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,WH002,东莞天翼电子材料仓库,1934,374.81,724882.54,USD,0.13,信用证,申通快递,LOG20230127641702,"2026-04-09","2026-04-12","2026-04-14",已验收,"","2025-01-26",Active,PO-202604-0125,"",""
PR0000212,GR-202604-0208,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,WH002,东莞天翼电子材料仓库,1442,637.49,919260.58,USD,0.13,信用证,韵达快递,LOG20230218321439,"2026-04-09","2026-04-12","2026-04-14",待验收,"","2025-02-16",Active,PO-202604-0140,"",""
PR0000213,GR-202604-0215,"2026-04-02",SUP-007,SUP-007,u-blox瑞士公司,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,WH002,东莞天翼电子材料仓库,2767,637.87,1764986.29,USD,0.13,信用证,中通快递,LOG20230206904112,"2026-04-09","2026-04-12","2026-04-14",已验收,质量合格,"2025-02-04",Active,PO-202604-0140,"",""
PR0000214,GR-202604-0249,"2026-04-04",SUP-027,SUP-027,深圳铝合金精密加工厂,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,WH002,东莞天翼电子材料仓库,2831,2655.09,7516559.79,USD,0.13,月结45天,申通快递,LOG20230228835060,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-02-25",Active,PO-202604-0147,"",""
PR0000215,GR-202604-0238,"2026-04-04",SUP-027,SUP-027,深圳铝合金精密加工厂,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,WH002,东莞天翼电子材料仓库,1438,2973.02,4275202.76,USD,0.13,月结45天,顺丰速运,LOG20230228690310,"2026-04-11","2026-04-14","2026-04-16",已验收,"","2025-02-26",Active,PO-202604-0147,"",""
PR0000216,GR-202604-0287,"2026-04-04",SUP-009,SUP-009,深圳华强PCB制造厂,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,东莞天翼电子材料仓库,708,1986.8,1406654.4,CNY,0.13,款到发货,申通快递,LOG20230320419235,"2026-04-11","2026-04-14","2026-04-16",已验收,历史到货-原采购订单PO-202604-0034超量，已解除采购订单关联,"2025-03-18",Active,"","",""
PR0000217,GR-202604-0294,"2026-04-04",SUP-009,SUP-009,深圳华强PCB制造厂,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,东莞天翼电子材料仓库,789,2214.4,1747161.6,CNY,0.13,款到发货,中铁快运,LOG20230328879326,"2026-04-11","2026-04-14","2026-04-16",待验收,历史到货-原采购订单PO-202604-0034超量，已解除采购订单关联,"2025-03-26",Active,"","",""
PR0000218,GR-202604-0317,"2026-04-04",SUP-009,SUP-009,深圳华强PCB制造厂,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,东莞天翼电子材料仓库,399,2174.02,867433.98,CNY,0.13,款到发货,德邦物流,LOG20230318740915,"2026-04-11","2026-04-14","2026-04-16",验收中,历史到货-原采购订单PO-202604-0034超量，已解除采购订单关联,"2025-03-16",Active,"","",""
PR0000219,GR-202604-0264,"2026-04-04",SUP-009,SUP-009,深圳华强PCB制造厂,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,东莞天翼电子材料仓库,587,2208.21,1296219.27,CNY,0.13,款到发货,顺丰速运,LOG20230324179509,"2026-04-11","2026-04-14","2026-04-16",已验收,历史到货-原采购订单PO-202604-0034超量，已解除采购订单关联,"2025-03-21",Active,"","",""
