"inventory_id","snapshot_month","item_id","item_code","warehouse_id","batch_number","quantity","reserved_inventory_qty","earliest_storage_date","max_storage_age","created_date","status"
INVBAL000400,"2026-05",M0025,PART-RC-IND,WH002,MAT-202605-00311,570,79,"5/17/2026",0,"5/17/2026",Active
INVBAL000401,"2026-05",M0025,PART-RC-IND,WH002,MAT-202605-00320,480,85,"5/20/2026",0,"5/20/2026",Active
INVBAL000402,"2026-04",M0025,PART-RC-IND,WH003,MAT-202604-00114,1010,68,"4/16/2026",0,"4/16/2026",Active
INVBAL000403,"2026-04",M0025,PART-RC-IND,WH003,MAT-202604-00116,959,72,"4/16/2026",0,"4/16/2026",Active
INVBAL000404,"2026-04",M0025,PART-RC-IND,WH003,MAT-202604-00151,751,51,"4/16/2026",0,"4/16/2026",Active
INVBAL000405,"2026-04",M0015,PART-RC-PRO,WH003,MAT-202604-00210,2538,58,"4/14/2026",0,"4/14/2026",Active
INVBAL000406,"2026-04",M0015,PART-RC-PRO,WH003,GR-00570,1114,86,"4/14/2026",0,"4/14/2026",Active
INVBAL000407,"2026-04",M0106,PART-RES-SMD-0201,WH002,MAT-202604-00198,2000,52,"4/15/2026",0,"4/15/2026",Active
INVBAL000408,"2026-04",M0106,PART-RES-SMD-0201,WH002,MAT-202604-00211,1097,93,"4/15/2026",0,"4/15/2026",Active
INVBAL000409,"2026-04",M0099,PART-RES-SMD-0402,WH002,MAT-202604-00120,1124,91,"4/14/2026",0,"4/14/2026",Active
INVBAL000410,"2026-04",M0099,PART-RES-SMD-0402,WH002,MAT-202604-00121,1441,93,"4/14/2026",0,"4/14/2026",Active
INVBAL000411,"2026-04",M0099,PART-RES-SMD-0402,WH002,GR-00513,1506,50,"4/14/2026",0,"4/14/2026",Active
INVBAL000412,"2026-04",M0114,PART-SCREW-M2.5-8,WH002,MAT-202604-00185,1555,60,"4/16/2026",0,"4/16/2026",Active
INVBAL000413,"2026-04",M0114,PART-SCREW-M2.5-8,WH002,GR-00527,1431,57,"4/16/2026",0,"4/16/2026",Active
INVBAL000414,"2026-04",M0046,PART-SCREW-M3-10,WH002,GR-00522,1042,53,"4/14/2026",0,"4/14/2026",Active
INVBAL000415,"2026-04",M0046,PART-SCREW-M3-10,WH002,GR-00546,793,73,"4/14/2026",0,"4/14/2026",Active
INVBAL000416,"2026-04",M0046,PART-SCREW-M3-10,WH002,GR-00550,1075,86,"4/14/2026",0,"4/14/2026",Active
INVBAL000417,"2026-04",M0052,PART-SCREW-M3-12,WH002,MAT-202604-00133,847,83,"4/14/2026",0,"4/14/2026",Active
INVBAL000418,"2026-04",M0052,PART-SCREW-M3-12,WH002,MAT-202604-00186,751,56,"4/14/2026",0,"4/14/2026",Active
INVBAL000419,"2026-04",M0052,PART-SCREW-M3-12,WH002,MAT-202604-00220,1204,72,"4/14/2026",0,"4/14/2026",Active
INVBAL000420,"2026-04",M0058,PART-SCREW-M4-16,WH002,MAT-202604-00126,1012,66,"4/16/2026",0,"4/16/2026",Active
INVBAL000421,"2026-04",M0058,PART-SCREW-M4-16,WH002,GR-00545,878,54,"4/16/2026",0,"4/16/2026",Active
INVBAL000422,"2026-04",M0058,PART-SCREW-M4-16,WH002,GR-00559,859,69,"4/16/2026",0,"4/16/2026",Active
INVBAL000423,"2026-04",M0032,PART-SPOTLIGHT-50W,WH002,MAT-202604-00243,855,66,"4/14/2026",0,"4/14/2026",Active
INVBAL000424,"2026-04",M0032,PART-SPOTLIGHT-50W,WH002,MAT-202604-00263,1160,83,"4/14/2026",0,"4/14/2026",Active
INVBAL000425,"2026-04",M0032,PART-SPOTLIGHT-50W,WH002,GR-00615,915,70,"4/14/2026",0,"4/14/2026",Active
INVBAL000426,"2026-04",M0032,PART-SPOTLIGHT-50W,WH002,GR-00616,588,97,"4/14/2026",0,"4/14/2026",Active
INVBAL000427,"2026-04",M0026,PART-SPRAYER-16L,WH003,MAT-202604-00138,2020,69,"4/14/2026",0,"4/14/2026",Active
INVBAL000428,"2026-04",M0026,PART-SPRAYER-16L,WH003,GR-00526,2382,66,"4/14/2026",0,"4/14/2026",Active
INVBAL000429,"2026-04",M0035,PART-SPRAYER-20L,WH002,MAT-202604-00332,497,87,"4/8/2026",0,"4/8/2026",Active
INVBAL000430,"2026-05",M0035,PART-SPRAYER-20L,WH002,GR-00634,497,73,"5/17/2026",0,"5/17/2026",Active
INVBAL000431,"2026-05",M0035,PART-SPRAYER-20L,WH003,MAT-202605-00137,1319,70,"5/14/2026",0,"5/14/2026",Active
INVBAL000432,"2026-05",M0035,PART-SPRAYER-20L,WH003,GR-00532,1525,82,"5/14/2026",0,"5/14/2026",Active
INVBAL000433,"2026-05",M0041,PART-SPRAYER-30L,WH003,MAT-202605-00174,411,75,"5/14/2026",0,"5/14/2026",Active
INVBAL000434,"2026-05",M0041,PART-SPRAYER-30L,WH003,MAT-202605-00191,988,71,"5/14/2026",0,"5/14/2026",Active
INVBAL000435,"2026-05",M0041,PART-SPRAYER-30L,WH003,GR-00528,735,73,"5/14/2026",0,"5/14/2026",Active
INVBAL000436,"2026-05",M0041,PART-SPRAYER-30L,WH003,GR-00554,415,92,"5/14/2026",0,"5/14/2026",Active
INVBAL000437,"2026-04",M0112,RAW-ABS-PELLET,WH005,MAT-202604-00240,1097,81,"4/15/2026",0,"4/15/2026",Active
INVBAL000438,"2026-04",M0112,RAW-ABS-PELLET,WH005,MAT-202604-00247,1319,74,"4/15/2026",0,"4/15/2026",Active
INVBAL000439,"2026-04",M0112,RAW-ABS-PELLET,WH005,MAT-202604-00257,761,73,"4/15/2026",0,"4/15/2026",Active
INVBAL000440,"2026-04",M0112,RAW-ABS-PELLET,WH005,MAT-202604-00286,905,74,"4/15/2026",0,"4/15/2026",Active
INVBAL000441,"2026-04",M0123,RAW-AL-ALLOY,WH002,GR-00623,616,93,"4/8/2026",0,"4/8/2026",Active
INVBAL000442,"2026-04",M0123,RAW-AL-ALLOY,WH002,GR-00654,616,87,"4/8/2026",0,"4/8/2026",Active
INVBAL000443,"2026-04",M0123,RAW-AL-ALLOY,WH002,GR-00670,308,91,"4/8/2026",0,"4/8/2026",Active
INVBAL000444,"2026-05",M0123,RAW-AL-ALLOY,WH002,GR-00665,230,80,"5/9/2026",0,"5/9/2026",Active
INVBAL000445,"2026-05",M0123,RAW-AL-ALLOY,WH002,GR-00666,230,68,"5/9/2026",0,"5/9/2026",Active
INVBAL000446,"2026-05",M0123,RAW-AL-ALLOY,WH002,GR-00638,552,95,"5/10/2026",0,"5/10/2026",Active
INVBAL000447,"2026-04",M0123,RAW-AL-ALLOY,WH005,MAT-202604-00131,1322,69,"4/15/2026",0,"4/15/2026",Active
INVBAL000448,"2026-04",M0123,RAW-AL-ALLOY,WH005,MAT-202604-00163,1223,93,"4/15/2026",0,"4/15/2026",Active
INVBAL000449,"2026-04",M0123,RAW-AL-ALLOY,WH005,GR-00533,1531,80,"4/15/2026",0,"4/15/2026",Active
INVBAL000450,"2026-04",M0123,RAW-AL-ALLOY,WH005,GR-00534,2746,88,"4/15/2026",0,"4/15/2026",Active
INVBAL000451,"2026-04",M0113,RAW-CF-PLATE-3MM,WH005,MAT-202604-00300,2495,72,"4/16/2026",0,"4/16/2026",Active
INVBAL000452,"2026-04",M0113,RAW-CF-PLATE-3MM,WH005,GR-00610,2480,98,"4/16/2026",0,"4/16/2026",Active
INVBAL000453,"2026-04",M0115,RAW-CF-TUBE-16MM,WH005,MAT-202604-00071,3656,60,"4/16/2026",0,"4/16/2026",Active
INVBAL000454,"2026-04",M0115,RAW-CF-TUBE-16MM,WH005,MAT-202604-00072,2722,63,"4/16/2026",0,"4/16/2026",Active
INVBAL000455,"2026-04",M0122,RAW-COPPER-WIRE,WH002,MAT-202604-00312,126,93,"4/17/2026",0,"4/17/2026",Active
INVBAL000456,"2026-05",M0122,RAW-COPPER-WIRE,WH002,GR-00658,432,56,"5/20/2026",0,"5/20/2026",Active
INVBAL000457,"2026-04",M0122,RAW-COPPER-WIRE,WH005,MAT-202604-00244,2406,62,"4/16/2026",0,"4/16/2026",Active
INVBAL000458,"2026-04",M0122,RAW-COPPER-WIRE,WH005,MAT-202604-00294,2440,98,"4/16/2026",0,"4/16/2026",Active
INVBAL000459,"2026-04",M0122,RAW-COPPER-WIRE,WH005,MAT-202604-00301,1634,64,"4/16/2026",0,"4/16/2026",Active
INVBAL000460,"2026-04",M0125,RAW-FR4-CCL,WH002,MAT-202604-00331,11,10,"4/9/2026",0,"4/9/2026",Active
INVBAL000461,"2026-04",M0125,RAW-FR4-CCL,WH002,GR-00671,11,10,"4/9/2026",0,"4/9/2026",Active
INVBAL000462,"2026-05",M0125,RAW-FR4-CCL,WH002,GR-00674,7,6,"5/5/2026",0,"5/5/2026",Active
INVBAL000463,"2026-05",M0125,RAW-FR4-CCL,WH002,MAT-202605-00322,14,13,"5/28/2026",0,"5/28/2026",Active
INVBAL000464,"2026-04",M0125,RAW-FR4-CCL,WH005,MAT-202604-00140,1819,85,"4/15/2026",0,"4/15/2026",Active
INVBAL000465,"2026-04",M0125,RAW-FR4-CCL,WH005,MAT-202604-00176,907,67,"4/15/2026",0,"4/15/2026",Active
INVBAL000466,"2026-04",M0125,RAW-FR4-CCL,WH005,GR-00512,1522,92,"4/15/2026",0,"4/15/2026",Active
INVBAL000467,"2026-04",M0125,RAW-FR4-CCL,WH005,GR-00551,1261,81,"4/15/2026",0,"4/15/2026",Active
INVBAL000468,"2026-04",M0124,RAW-LIPO-CELL,WH002,MAT-202604-00326,337,66,"4/15/2026",0,"4/15/2026",Active
INVBAL000469,"2026-04",M0124,RAW-LIPO-CELL,WH002,GR-00621,1011,62,"4/17/2026",0,"4/17/2026",Active
INVBAL000470,"2026-04",M0124,RAW-LIPO-CELL,WH002,GR-00642,505,86,"4/17/2026",0,"4/17/2026",Active
INVBAL000471,"2026-05",M0124,RAW-LIPO-CELL,WH002,MAT-202605-00314,1166,61,"5/28/2026",0,"5/28/2026",Active
INVBAL000472,"2026-04",M0124,RAW-LIPO-CELL,WH005,MAT-202604-00135,1330,62,"4/16/2026",0,"4/16/2026",Active
INVBAL000473,"2026-04",M0124,RAW-LIPO-CELL,WH005,MAT-202604-00147,2971,98,"4/16/2026",0,"4/16/2026",Active
INVBAL000474,"2026-04",M0124,RAW-LIPO-CELL,WH005,MAT-202604-00162,2295,53,"4/16/2026",0,"4/16/2026",Active
INVBAL000475,"2026-04",M0121,RAW-NEODYMIUM,WH002,GR-00633,70,69,"4/24/2026",0,"4/24/2026",Active
INVBAL000476,"2026-05",M0121,RAW-NEODYMIUM,WH002,GR-00673,54,53,"5/13/2026",0,"5/13/2026",Active
INVBAL000477,"2026-04",M0121,RAW-NEODYMIUM,WH005,MAT-202604-00248,3910,66,"4/15/2026",0,"4/15/2026",Active
INVBAL000478,"2026-04",M0121,RAW-NEODYMIUM,WH005,GR-00612,3238,93,"4/15/2026",0,"4/15/2026",Active
INVBAL000479,"2026-04",M0120,RAW-SI-WAFER-12IN,WH002,GR-00644,1,0,"4/14/2026",0,"4/14/2026",Active
INVBAL000480,"2026-04",M0120,RAW-SI-WAFER-12IN,WH002,GR-00655,1,0,"4/24/2026",0,"4/24/2026",Active
INVBAL000481,"2026-05",M0120,RAW-SI-WAFER-12IN,WH002,GR-00639,1,0,"5/14/2026",0,"5/14/2026",Active
INVBAL000482,"2026-04",M0120,RAW-SI-WAFER-12IN,WH005,MAT-202604-00124,1498,77,"4/14/2026",0,"4/14/2026",Active
INVBAL000483,"2026-04",M0120,RAW-SI-WAFER-12IN,WH005,MAT-202604-00125,1439,84,"4/14/2026",0,"4/14/2026",Active
INVBAL000484,"2026-04",M0120,RAW-SI-WAFER-12IN,WH005,GR-00525,1888,84,"4/14/2026",0,"4/14/2026",Active
INVBAL000485,"2026-04",M0120,RAW-SI-WAFER-12IN,WH005,GR-00556,1296,55,"4/14/2026",0,"4/14/2026",Active
INVBAL000486,"2026-04",M0119,RAW-SI-WAFER-8IN,WH005,MAT-202604-00145,3211,81,"4/16/2026",0,"4/16/2026",Active
INVBAL000487,"2026-04",M0119,RAW-SI-WAFER-8IN,WH005,GR-00504,1998,77,"4/16/2026",0,"4/16/2026",Active
INVBAL000488,"2026-04",P0009,UAV-BF-IND-H20,WH001,MFG-202604-00344,119,14,"4/20/2026",0,"4/20/2026",Active
INVBAL000489,"2026-04",P0010,UAV-BF-IND-H30,WH001,MFG-202604-00345,107,34,"4/20/2026",0,"4/20/2026",Active
INVBAL000490,"2026-04",P0006,UAV-JF-ENT-AG,WH001,MFG-202604-00341,83,12,"4/20/2026",0,"4/20/2026",Active
INVBAL000491,"2026-04",P0008,UAV-JF-ENT-SC,WH001,MFG-202604-00343,83,10,"4/20/2026",0,"4/20/2026",Active
INVBAL000492,"2026-04",P0007,UAV-JF-ENT-SV,WH001,MFG-202604-00342,109,36,"4/20/2026",0,"4/20/2026",Active
INVBAL000493,"2026-04",P0001,UAV-XF-BASIC,WH001,MFG-202604-00336,1127,10,"4/20/2026",0,"4/20/2026",Active
INVBAL000494,"2026-04",P0002,UAV-XF-BASIC-PLUS,WH001,MFG-202604-00337,1179,20,"4/20/2026",0,"4/20/2026",Active
INVBAL000495,"2026-04",P0003,UAV-XF-PRO-A,WH001,MFG-202604-00338,457,30,"4/20/2026",0,"4/20/2026",Active
INVBAL000496,"2026-04",P0004,UAV-XF-PRO-B,WH001,MFG-202604-00339,426,15,"4/20/2026",0,"4/20/2026",Active
INVBAL000497,"2026-04",P0005,UAV-XF-PRO-C,WH001,MFG-202604-00340,551,19,"4/20/2026",0,"4/20/2026",Active
